Id;Tweets
29983;@erinfxs i need at least a B to get a B- for the year. And my school doesnt allow retakes, unfortunately 
29984;@alyramckenzie Did Shadae give you my gift of sick love, sorry. 
29985;"@zedsaid Yeah I meant &quot;win&quot;. Fail spell. "
29986;One of those days... My phone only seems to ring when I leave my office.  I keep having to return calls. 
29987;I feel everything coming to a close when really it's just the beginning, I'm just a little dae to be out in the real world 
29988;@ACRead  Gentle pat on the back.  Try ginger.  That helps me sometimes
29989;@partywithgmack i can't be there  wish i could. I know its gonna be crrrrrrrrrrrrraaaaaaaazzzzzzzzzzzzzy
29990;So wanted to go to royal ascot this week, it's only down the road but cos of shitty exams I couldn't 
29991;PLAYING BOWMAN SHOWS I HAVE NO LIFE 
29992;My lap top was cake. My school sent back the left over pell grant money so no lap top for me 
29993;At werk!! Can't wait for the hubby to pick me up! Not feeling that great neymore ... Ui got the montly curse 
29994;@cdnjay and now iTunes keeps timing out because it's jammed up with everyone downloading the 3.0  stupid iTunes.
29995;Six Flags was fun but I hurt my neck and my upper upper back.  Now we are getting ready to go out to eat some where.
29996;i've been watching the tori and dean marathon alll day 
29997;@NextRevolution any help we could give would be fuel for the bastards who are hurting you  we DO support you!
29998;twitters deaaaaad and i HAVE to see taylor 
29999;@Judes_08 that doesn't sound to good. 
30000;@x_Beckiie_x You sure, I can kick ass if needed . I'm okay, feeling ill though  xx
30001;some app already crash in my iphone 
30002;Youtube Fail, having trouble uploading some more video tests 
30003;@MizzChievouz  So jealous! Don't get it here 
30004;Wow not tweeted atall today :O! My legs hurt from the wee fit  hopefully it means that im actually doin it right!
30005;i miss dry gulch... and pastor roy! and the other ppl at dry gulch! 
30006;"tomorrow starts my final exams  so won't have a lot of time to tweet but then i will reply u &amp; thnks followers for follow me☺"
30007;experiencing empty nest syndrome 
30008;@ananyah hey sis! Me and little man are mad sick  wife's good though! How's the uk treatin ya??
30009;reliving every moment from 30 years ago with every news report out of iran l- can't be too good for the baby 
30010;I can't find a pic small enough for my profile 
30011;@taylorswift13 can i come?  its raining here
30012;"Plz Follow Me (&quot;,) Dnt Avee Many "
30013;I need a job 
30014;@ColoradoWeather 
30015;"everybody is annoying me with this iPhone OS 3.0 update  I still use my old Sony Ericsson... unfortunately ;-)"
30016;ive got a bad back  ouch
30017;hungry, but there isn't any food i wanna eat  I'm so picky sometimes
30018;@DjUniq hahahaha now its commercials 
30019;@so_robsessed hi  random but can i ask how i get my screen shot pic to upload?
30020;i seriously want PINK hair!  my hair is hella black.
30021;I might be losing my job at CalWORKs  [¤]
30022;@Yizura ditooo  you gonna miss the annoying brats??
30023;Its so so sad when u cant even call family. . A family 
30024;Aren't pain killers supposed to take the pain anyway? AT LEAST the physical pain?  more chicken broth..yay
30025;hates being broke 
30026;@andyclemmensen awwwww  theres always youtube 
30027;@FilePlanet yay! got the CitiesXL beta key :-D  but beta site is down 
30028;"@sendmelovex3 aww  im glad your better now hun! &lt;3"
30029;"hates AT&amp;T "
30030;Some calls you just know are bad with the sounds in the background 
30031;downloading #iphoneos30 c'mon faster. why so slow? 
30032;I wish I could. 
30033;The wifi is so much better now could that be because everyone is leaving  lots of ppl have already gone to #rsmith hotel
30034;not sure bout this???is it just like facebook status?how do i find mates?!i heart facebook bye twitter  
30035;it's already a quarter to 6? my my how the time flies...i still haven't eaten yet today. 
30036;Aw poor george.. What we do without him? Who are the rest of the interns going to get advise of?? 
30037;@kenseto hey I thought it was just me! You are right my friend. Takes ages 
30038;Stupid rain, stupid Florida. Mikey's gotta go to TN for a few days tomorrow to pick up a car. Sigh. 
30039;@aaronrgillespie You can, I think it was just MMS and Bluetooth A2DP that won't work for you   Time to upgrade!
30040;why'd my HDD have to brake.. now i have to sift through upwards of 40k files to try to find my data 
30041;going to study english! 
30042;reliving every moment from 30 years ago with every news report out of iran less than 5 seconds ago- can't be too good for the baby 
30043;@MyNameIsJohnson that's a BAD idea  you bleed more when alcohol is in your system, which is why reputable tat artists won't tattoo a drunk
30044;sore tummy, bloated and sore head  bath then bed for me 
30045;@ItsNeet I have missed all of you guys sooo much!! Those Twitpics! *speechless* I'm so bummed I wasn't here for that 
30046;I'm so sick of working full time already  I wish I was going to Uni this year now
30047;@mzpinkangel awwe when u off i work..  we need catch up day. what time is the hippie thing on friday?
30048;Upgrading iPhone 3G to 3.0. Fail! Now have a black brick that won't restore  http://support.apple.com/kb/TS1275 http://ff.im/46z7i
30049;CARL IS DEAD. HE HAS DIED. My world is slowly falling apart...  Praying and hoping that Carlette comes soon...  But swimming with Katie.
30050;"&quot;I figured you would come home when you were ready.&quot; It's not about being ready. I am still not ready. It's about saving... "
30051;@TUAW Quite the timing, I just got the -4 error trying to purchase a new app 
30052;let see if this work 
30053;need cheerin up 
30054;omg my teeth are agony. i cant eat  i so better loose weight ha!
30055;@penny2dear ooooh noooo    come back silly cat! maybe he'll wander this far!!
30056;@Jamash I hope so too.. 
30057;@MsTiaB girl it feels just like yesterday...but I still want you here 
30058;why do they make @Jonasbrothers cds so hard to get out? I just want to listen to it! Last year I almost broke the cd 
30059;@SteGold poop I saw that I thought it was just the support not the mms update..darn  thanks for the update
30060;Searching for a job still..... 
30061;Crap!!! IDK you need 10.5.7 to sync notes. 
30062;@Health4UandPets oh my! you have had a day! I am so very glad everyone is okay. Sorry for the grill and all the dust 
30063;twitter isnt working on my phone 
30064;I hate Lash Blast! 
30065;@Fisher6225 @zawfi i only have one bedroom 
30066;@ask_tuaw AAPL says very firmly that my iPhone 3G S will come on friday even though UPS says on the 22nd. Who am I to believe???? 
30067;i cannot see any columns in tweet deck. wtf. and @lethal_logan trying to call you, loads, not connecting. pffft  stop asking hahaha
30068;@bdavie oh and I have been waiting for about 2-3 hours 
30069;@zombuki yep! we did!!!! we fed those for quite some time until we had our first flea attack 
30070;See why I need a job! http://bit.ly/16xh9N  my husband says it my fault.    I say not so.  It's my bff.  I will call her and she will fix
30071;http://twitpic.com/7nmy1 - Twitter gone crazy!I simply refreshed!would ahve been nice if it had said over 500,000! 
30072;I am so tired, my body aches, I feel like an old woman, and I have to go to an ortho app. I just want to sleep 
30073;@marcfonteijn congratulations on the success of #sdnnl! Sorry that I had to miss it 
30074;Omg my laptop sucks so bad 
30075;@HaimeJaber awwwwww  *hugs* when'm i gonna seeeee you boyboy?
30076;Why does iTunes keep saying my network has been reset?!?!?!?! GAH!!!!! 
30077;playing guiter and being bored 
30078;I just worked two hours i didn't have to without knowing it 
30079;not a fan of buying my own gas 
30080;FishFish is already dead 
30081;@StewartWade I have!!!!! Tried at midnight last night and this am with no success 
30082;whenever someone says to me it's so and so's birthday. yeah ok i will get them a present from woolworths. oh yeah it's gone now 
30083;Gettin IceCream at Cold Stone!! So exciting. But first moms makin me clean 
30084;just leave it to me!?!?... i'm the #1 Stalker  lol
30085; Star Defense isn't updating for me 
30086;At the doctors office once again... Sinus Specialist this time. Can't a girl get a break? 
30087;Why is it the harder you try not to cry the more you do cry? Am I the only one? Oprah is so sad today 
30088;"@Ant_Fresh haha i used to have a sign in a shape of a key that said, &quot;keys open doors&quot; and a hook for my keys at school and no one got it "
30089;english finals tomorrow  going to the gym soon..
30090;Summit is DONE. Finally. Longest 5 days of my life  Stuff that happened on Saturday seriously feels like weeks ago.
30091;@aq17 aw thats saddd 
30092;might go to bed early tonite 
30093;@PoeticTease no me quieres 
30094;"Divorced at age 27 how lame am i ?so many questions about how to date again.oh well  having friends are more important than boyfriends ?;)"
30095;@alancostello yup managed to connect to e-plus so thought it was working again, but its not 
30096;all my music on my ipod got deleted 
30097;@astonesthrow  Be happy.
30098;@peterfacinelli can´t see that updated video 
30099;its been a realy long time since there has been somthing realy good on tv .. .. 
30100;after disco. i love it. faabulous! and 'la la la dobry DJ tutaj gra' in the end  i cry  i love everyone in school 82...
30101;the waking up....it hurts....today is gonna be a litre of mother day, I can tell already...2 more days till sleeping in, 2 more days!! 
30102;i need more followers!!!  xx
30103;does anyone have any extra bike seat they do not want? Mine was stolen. 
30104;@CINAbun babes i found no yellow bra, when i went to VS 
30105;Headig to Isaac's. Still no 3.0  Also, #squarespace.
30106;grocery shopping...  I'm out of everything... I'm bout to be bag lady. 
30107;@boxercab ty ... seems it's sticking with me today. 
30108;http://twitpic.com/7nmh1 - every single part of me is offended I do not look like this anymore 
30109;is done working i just wish my hubby was! 
30110;"@PatsyTravers I won't have internet connection; my cell bill is due today, but my sister needs to pay her half, and she hasn't yet! "
30111;"Just got &quot;Eclipse&quot; excitemundo!! But I'm one more book till I'm done "
30112;oh ... i forgot about the meeting tonight ... i guess i won't relax just yet 
30113;Having a fat day. Can't zip up skirt that fit two months ago 
30114;"Saint Augustine is so great&lt;3 Im misssin my baby @D0ylejames  so much "
30115;has a headache.. 
30116;Wanted to go for a walk/run with my iPod but I forgot to charge it!  
30117;Wallabies to embark on grand slam tour of UK in Nov... Last time (in '94), Wallabies won all -- I doubt we can do it again  via skynews tv
30118;@eilidhlive @brightgreenbbzOh maybe that's what it meant... I am totally confused with all these methods/conclusions/evaluations stuff 
30119;I am in agonising pain today- my knees are killing me, not sure why. Can barely walk. I'm not exaggerating. I'm in pain just sitting here 
30120;@ilymusic  I won't be in cali for 2 yrs .
30121;singing...my arm hurts...i ran into the door  hah. goes to show you im a total klutz....texttt me..
30122; It's raining again.
30123;wants to fly  but there is no wing 
30124;I'm nauseated. Every single time I stand up I just want to vomit. This is not goring to bode well for a Wednesday night McDonalds run. 
30125;Having fun in our rental yaris..it's a bit small but cute...yes we're in a rental car again!  kids keep saying is THIS our new car?
30126;@foxnews That really sucks. 
30127;@Julia_17 kill me! transcribing in taking up my WHOLE day! 
30128;"bouta get of work..hungry &amp; tired! "
30129;feels like she's never gonna finish this bl**dy module!! 
30130;is feeling pretty bad now  why does this always happen..
30131;massive headache  save meeeee !
30132;waiting in the airport. vacation is over 
30133;turn right  http://yfrog.com/0y7vrj
30134;rofl ! @nickiminaj done exposed @NICKIMlNAJ ! lol what a shame 
30135;all live, time - work, when time for love, friends meeting party or great hardcore concerts 
30136;turn right 
30137;I'm just worried 23085705 people will update the news twitter with THE SAME THING and my phone will die 
30138;Bored now. No Internet ATM so PS3 and PC = fail just now  GPRS ftw
30139;Forgot my ipod @ home  going to suffer through the bus ride to school
30140;2 hours on 'Tech Support' ended with them telling me to reinstall Windows on a 1 day old machine... Quickbooks only thing installed.. 
30141;".man, if my husband don't slow down &amp; take care of himself- I'll soon be a widow "
30142;@Jared_Booth @A_Montenegro @AgentBooth @DrTBrennan et al. Hav any of u done any TBones Recaps lately - I was forced back to RL for AGES 
30143;After much drama we are finally in our hotel rooms. No free Internet. 
30144;Fuck! Cleaning the house makes time fly! It almost three and I don't even feel like I made a dent! 
30145;My fingers are dented peeling and hurt an awful lot. The sad part is that i don't think i'm improving at all. 
30146;. @geektyrant I love your site. I really do. Yet all these remake announcements are breaking my heart.Why not just watch the older films? 
30147;I think I may be going to twitterjail 
30148;though there is no home there, Rene is completely home sick for Cardiff  she feels like she will cry when she thinks about it
30149;@spiller2 oh balls…well that sucks 
30150;Just Got Off Work...Tired As Hell 
30151;@Hoodlumsband sounds great! Wish I hadn't had a rehearsal 
30152;"@paperxstars you are not! you are fabulous boo  &lt;3"
30153;"Gah! Missed @WhedonTrivia question again! And for once, I saw it, I just said &quot;Meh, I'll answer later.&quot; *hits self on head* "
30154;@Kreeoni Yeah, the macro from the comments on wowhead.  Still got got more than 4 though  Then again, stopped for ulduar raid =p
30155;This day does not get any better does it? I've left my chapstik at home. 
30156;Chilling out in Florida. Wooooop. The storm is coming 
30157;@film_girl not really. Still not eligable. 
30158;"&quot;Who made eggs&quot; &quot;There's food if you want some&quot;, are the first words my big sister has said today to me since we moved here "
30159;@verdilak I can't wear those. 
30160;I should start expecting out of town calls for photography services and don't send them to voice mail  
30161;all live, time - work, when time for love, friends meeting party or hreat hardcore concerts 
30162;"@Dragonwheels yeah someone else mentioned that place to me on twitter, my guide book says &quot;sold its soul to commercialism&quot; "
30163;@RedMummy Very possibly but also very short on funds 
30164;crying from iPhone 3.0 firmware download rate. 
30165;I had 3.0 a week before the release, it kinda sucks because I can't be excited with everyone else 
30166;@JKnightTimeLove ready as I can be I guess! Got Mohegan tomorrow nite, not 5* though  , you going tomorrow night too?
30167;"I need to follow someone... this # of followers I got just aint cuttin it... I think thats y the &quot;nasty ppl keep followin me... "
30168;@eambroise88 no? whats wrong w/ it......... igh i want the damn update soooooo bad! 
30169;http://twitpic.com/7nmce That's just one of my walls, what it used to be xD I moved rooms now 
30170;YEAH MMS has come to the iphone baby!! Just got no one to send a pic to 
30171;thinks singerr sucks! 
30172;also wondering if my cat Sam is going to make an appearance tonight, not seen him in 3 days 
30173;@bantamspectra Hey! I posted at least three times! and not just retweets.  Are you sure you're doing it right?
30174;@esther7esses  I MISS YOU TO BABY!   i feel sick too 
30175;Working till I don't know when 
30176;I'm so tireeeeeeeeed! jajaja. My feet! 
30177;@GregInsco I can't wait to see you, Greg! Soo sorry about Survivor  They made a huge mistake!
30178;trying to re-count my prints in my head, and I cant remember 
30179;Guitar and art lessons tonight....fml screwwww that.  POOP
30180;Wish I had a time machine. I'd go exactly to yesterday, lunchtime. Where I was sitting down, youtube-ing. 
30181;@gay_burns i can just about manage easy even then im rubbish! can only do slow ones 
30182;@bobbyedner aaahh!!!you're making me hungry  I love Burrito's gimme some please? #HappyBirthdayDrewRyanScott
30183;prayers n thoughts for r friend and his family @daveb41   ****hugs*****
30184;@alancostello i had a 3g sim, it was working all day. T-Mobile are fecking up 
30185;Where do I go? What do I do? I can't deny I still feel something  x
30186;Caught this at work today, his tail came off  http://mypict.me/4c6f
30187;http://twitpic.com/7nmc1 - Cyoooooootest avi evah! Prize in the Cioccolata hunt. Just a shame I can't have blue hair 
30188;"bleh bleh bleh im going to miss  the last day of school, but ill be in Floriduh&lt;3. Their goes my perfect attendance! "
30189;@ms_adri_luvmphs I thought I was the only one thinkin that!!! Some people just lost the following of greatness  not enough trendsettin!
30190;i'm sick as a dog :| is that the right saying to use when u have just barffed yir load and feel like shit ? :| 
30191;@sberlin that's weak! 
30192;at home sick   I hate being sick. can't do anything. dam it! Got to watch the Lakers
30193;is so gutted he can't go anywhere sunday 
30194;I hate Dallas mosquitos. They are eating up my skin. Dallas people, any suggestions?  http://twitpic.com/7nmbi
30195;@MissMikaela I wish there was more lumpia 
30196;nuthinn. bored puttin pics on fbb: and bred cuase i cnt go outside cuase of raainn 
30197;Just washed my face and neck to get rid of the aftershave. It's a really nice smell, it just makes me feel so sick! Not fair! 
30198;stupid myspace keeps signing me out arrrr  did i tell u to log me out NO!! so why do it lol
30199;Just got home! Man, its finally starting to feel like summer! 
30200;rofl ! @nickiminaj done exposed @NICKMlNAJ lol what a shame 
30201;Home from my holidays  its less than half the degrees here. brrrr
30202;@joanne_xo haha yeah those are sooo cool! but theres never any movies i like. 
30203;says goodbye to Camp Hevington 2009.   
30204;@RouBBoY hope you had a good day.. im not doing too much..laying down tired.  tell me something good
30205;Currently running OS 3.0. It certainly was not a straight-forward update. Many little issues cropping up post-installation too 
30206;@ashleecloud You hotdog! That's no fair! I want the new one  But I'm super pumped to even have the one that I have, so no complaints.
30207;Listening to Spanish music ...  Ugh ... Missin him. 
30208;@misterlees haha it's okay, I do look a bit younger than I am, especially in pictures. I'm short too...it doesn't help! 
30209;@milogray has a stomach virus. 
30210;My day off is over... 
30211;@willclarkfan22 
30212;@BJMendelson your not following me 
30213;feeling sorry for my boyfriend who is in iphone tech support today.  poor fella. 
30214;HELPPPP      how does twitter workkkk :S
30215;Bouts to go to work. It's too beautiful outside to work. 
30216;Kaeley got in trouble at school for not using her 'listening ears' 
30217;I want to go do something...but everyone has plans 
30218;"Freaking Apple servers are getting pwnd, so glad I already have 3.0 lol, spent 10mins just to agree with new T&amp;Cs "
30219;@peterfacinelli God..I wish you actually replied even if it was ONE message 
30220;when I left the house today, it wasn't raining. Now it is. And I'm wearing canvas shoes 
30221;today I'm hungry......     
30222;Sento enveja de tot escriptor, i tot plegat per haver publicat fa temps un parell de contes de tercera categoria  #fb
30223;@iamdjkriscut well then, must be time to say good night!  i'll come see ya spin after i move to socal.  i want a cool dj name too 
30224;Why're people getting annoyed with me just cz i wanna sell my xbox? 
30225;RIP my beautiful little canary, Romeo. 
30226;@cp007 there's nothing to click on! 
30227;@Nickjonas I'M SO SAD. I HEV TO WAIT TILL SATURDAY FOR MY CD.   BUT WHEN I HAVE IT ON MY HANDS.....OMJ, I WANT TO BE SATURDAY ALREADY!
30228;Can't believe that I gotta share what's mine!!! 
30229;off to volleyball..really don't feel like going..i'm so tiiiireddd 
30230;Dinner Date  .... This should be interesting! Damn the rain mang I wanted to sit on the patio 
30231;wow i have like no followers 
30232;It's never good when an iMac won't recognize the HD and keeps spitting out the OS disk like it tasted something rotten. Sad Mac 
30233;I still want the 3G S mind you....GUTTED 
30234;@valerierocksyou Yeah I know! It sucks! 
30235;@bigmcc the spare set of keys did look guilty when i took them out of their box, as if they knew they should have been helping you. 
30236;showerin. stomach's kinda acchy 
30237;Downloading the iPhone 3.0 SDK...since Wouldn't It Be Cool LLC hasn't been approved yet 
30238;I wish I could meet Tia and Tamera Mowry!!!! 
30239;too tired to do anything 
30240;Semi-broke the Macbook headphone jack. Always had problems with third party phones, now it's too loose even with the Apple ones 
30241;@_DanWest Yea ive used it a few times before, very unstable 
30242;anyone else watching the movie on e? wtf is going on there - I am soooo flipping lost!  #timecode
30243;Ragin!! Cant get 3.0 at the min 
30244;three-ish days  i can't waitttttt!
30245;@scottmliddell listing as unavailable now  #blip.fm #fail
30246;Writer's block. Definitively 
30247;okay not working a double today, thanks to this crappy weather  instead going to get guitar hero and playing it all night 
30248;This is my least favorite part  http://twitpic.com/7nlwt
30249;@ladykate88 i'm sorry that must've been hard 
30250;@alancostello very much so but its borked 
30251;"@lasiren I would be sad to not see squirrels.   I &lt;3 them!"
30252;taking a nap. anybody wanna hang tonight txt me we'll figure out something. its my last day. 
30253;@Llubyloo I don't feel old except when I look in the mirror 
30254;@Lozzykinz s'all this love, thought you lived with ya mam? I don't have a spare sorry 
30255;http://twitpic.com/7nlwk - @amandapalmer who ever wrote this on a wall in liverpool maybe my soul mate. I may never know her 
30256;@aots Why doesnt AOTS come up on the search for Sidereel.com? 
30257;N0T FEELING WELL AT ALL T0DAY! 
30258; was sick for the last two days..missed working out. Don't worry I'll be back on my game in no time. Friday!!!! Watch out Beyonce.
30259;@TylerHudg  cant come again tonight. don't have a ride
30260;@sadexposed im sorry  im shame doe what u up 2
30261;I think I over did the limited cleaning I got done... My foot is twice the size it should be  damn I have too ... - http://bkite.com/08BMp
30262;@socha4e we don't have any pics togessaa, it's such a shame. 
30263;@alison2301 Why not have a go yourself? And vote for mine of course. At the moment noone else likes my first attempt 
30264;Any #yeg rubyists want to go to #futureruby? Have an early bird priced ticket I'd like to sell for face value, OBO. Can't afford anymore. 
30265;@Adaser That's how it starts, first they hate it, then they love it, then they dump you for Sims 3 with the nude patch installed! 
30266;Hoy fui best buy y me Keria llevar una mac....pero en eso kedo... queria... I ain't got the budget yet 
30267;Long ass day at work note to self never party til 4 in the am and the go to work at 8 its the worst 
30268;Lost my dog  - Digital World: He is chipped? Even though he has been fixed, part of the behaviour still persis.. http://bit.ly/1aeAnY
30269;I wish i could meet Tian and Tamera!!! 
30270;@veevvie I need to do mine 
30271;Can't seem to install any apps on 3.0 
30272;"@tipadaknife I've tried polish-&gt;english google translation and it's not very good "
30273;chilling wishing sum one was here wit me 
30274;I ate an ice cream and now feel sick 
30275;how come i cant have a summer vacation?!?! 
30276;talking to my BFF via messenger.... she hasn't twitter 
30277;@thisisjaymie I've been way too busy for my site this week  It makes me feel really guilty when I look at the visitor count and lack of...
30278;Waiting for my babe to get home from work ... I know he has had a long day  ....
30279;@hazelisrude, @crownieisrude, @miaisrude, @breezyisrude hey what are yall doing tonight, i might not be able to make it tomorrow!! 
30280;@ComcastBonnie well every time power is out the cable is out    I am a sad warm panda
30281;exams r gay. 
30282;@PembsDave Was ok, till the council decided to close our road home, forcing us to take 30min detour.  Would have been home in ten. 
30283;@nickie72 , no wasn't allowed to do that in school, was forced to do double science instead!!  lol
30284;@livetopartyx3 ahhh I'm going to be at summer camp I wishni wasn't 
30285;@CHRISDJMOYLES can't believe you've come to stoke and i can't come and see you  who decided to give away just 600 tix?
30286;Praying for a project in Alaska right now but it looks like I'm off to Utah then Florida next, before returning to MIssissippi 
30287;@aShLeYmeltjonas ASHLEY!!! ugh....i NEED to talk 2 ou!! If you don't say anything back doggy Jonas will die  You don't want that 2 happen
30288;@DJMOS take a #....we are all wondering 
30289;@lewk screw you ! I've gone to bed to sulk 
30290;Really want to try out ScotteVest, they look awesome for techy people but are too expensive for my budget. 
30291;@jonasbrothers http://twitpic.com/5gy2a - I can't see myself  But guys you are awsome and Peru love your concert!!  Please come back!!
30292;Leaving work to head home to an empty house. @OU17242005 is outta town so it's gonna be lonely for a couple days 
30293;@ShogunDarius But theres no trophies. 
30294;@jensayshy seconded. 
30295;I don't want to do this exam! 
30296;ok so i didnt tell him how i felt.. but.. he knows i love his as a friend so it's okay.. 
30297;@AFlyy11 my phone can't it's not 3g  I have Orizu original iPhone
30298;is trying to unfollow some people but it won't let me 
30299;"music,before I say I'm tired...to my &quot;executioner&quot;... "
30300;Back from 8 long hours of interning. bahhh  http://tinyurl.com/nrkmvf
30301;@MaddyJonasx3 i want to go really bad, but another thing is i have finals the next day 
30302;Trying to potty train Madison but she decided someone else needed to learn. 
30303;@iphone_dev any dl links for the ipsw? my itunes fails every time it tries to download 
30304;ugh!now i can't go shopping -.-' it's night,and the shoops are closed...   mom went to the movies with dad.(the hotel's cinema)hahaha
30305;i feel like the fat kid  i'm so sick of my body.
30306;OK, i think, I THINK...i might me in love with a friend's girlfriend!!! 
30307;Glad I found these again through my Google profile because I' had lost them in the last hard drive crash  http://is.gd/14J1W.
30308;@lehcar098 I'm not going to Malika's party on Friday, so say hi to him for me! I wish I could be there.  And that's true about unpacking.
30309;@gujjubhai369 I didn't get mine today 
30310;I made a friends album on Facebook. So far I only have 2 friends in it. 
30311;I have a flat tire 
30312;@JoannaAngel OMG I had no clue the car was SPANKIN NEW. :'( Just read @josiejacobs blog. So horrible.  *hugz*
30313;@sillysillyboy my fav of all msp.. bad times tho ! 
30314;@fallenwiccan jumping soon though, but not unbundled so dont get good deals  need to move to civilisation really
30315;Mechanic's telling me my car needs a lot of work. 
30316;`~ Ugh ! i'm stressed out ! :'( ....i just needahh Hugg   ...
30317;@Kdark74 did you get a reply from Gov Schwarzenegger? I did, not really happy with it 
30318;yeah, twitter is dead on my phone 
30319;@natalieridout Angel still. It's one I saw before, but that was before I watched the other episodes. Now I care alot more 
30320;@nainarigrl I changed my pic, do I look happy?  Is that a cigarette in your mouth?  BAD should be an E-Cigarette 
30321;I wish that someone would explain to me how Twitter works  i have no clue whatso ever and its annoying me!!!
30322;I think I'm going to Six Flags on the third... Woohoo, if only Tammie didn't have an irrational fear of rollercoasters... 
30323;@jessmaynard24 Nope I am working from home tonight till 10 sadly 
30324;I just wanted my BFF to hang out with me and my family, but she doesn't ever want to be around them. Understandable, but still 
30325;@StarChild1981 Boo.  It'd be nice to see some of the Nashville posse again.
30326;Babysitting was torture today. 
30327;@Danny4tomorrow the line was quiet but when he came out, everyone started talking xD He even walked past me, and I didn't do anything 
30328;@LillySaxon ( i keep trying to msn you but it's being a spaz  )
30329;@ddlovato demi: i wish i could be in EVERY show you make  im just a little far from where you live, im from argentina 
30330;@TomHarrisMP  BIG problems - search Twitter for iTunes 
30331;@Misfitxchaosx I don't have either of those apps. 
30332;Making a stir fry using @Wegmans Teriyoki marinade. Dinner smells REALLY good tonight! If only @AriellaPunaro would stop crying! 
30333;So out of it, had to check the washer to make sure I put detergent in it. Feelin' blue sucks! 
30334;Oh how I wish there was a charity shop in Harborough like the one that Mary Portas has created 
30335;http://twitpic.com/7nln6 - My daughter teaching Elmo to potty 
30336;sitting listning to music ..bored 
30337;@TeeRibbzz u unfollowed me  made me sad
30338;....My plastic spoon just broke off in my coffee. 
30339;@jryanlaw Got my iphone3.0 update. Pissed ATT wont strt photo text messaging ability till l8r ths summer. Grrrrrrr  lk the new search tho
30340;@wowgrrl Need ergonomic/split keyboards. 
30341;@sammy0109 sorry I'm just doing laundry  folding clothes and picking up and stuff
30342;@Iconaholic HA! no... they're $9.99 an envelope 
30343;My poOOr bBaby sic today  been sleeep mos the day
30344;@eocean Noooo they can't run out of 3.0 until I say! I was irritated they didn't release it until after I left this am  #iPhone #wtfami
30345;@Zadi foodporn... Ooooh...  you tease
30346;@TaylaMcCloud tweet it again cause the link isn't working 
30347;@sade_t stop complainin! I'm in CT and the sun refuses to shine... 
30348;alone in my apartment.  sad without @alisondownunder 
30349;@paw_print yea I'm thinking I will be pretty broke too 
30350;@BSBSavedMyLife Oh, that sucks, im sorry 
30351;@kidoflosangeles sucks  we didnt get in trouble or anything but they only index like 10% of what we post
30352;@jakesahunk yeah hailey told me about that ! im sorry 
30353;misses disney oh-so-much... 
30354;theory failed. it took about the same amount of time! damn 
30355;@adriennewhite I hear I missed out on quite a night yesterday 
30356;iPhone OS 3.0 installed MMS doesn't work 
30357;"WANNIT WANNIT, too expensive though  http://www.etsy.com/view_listing.php?listing_id=25651026&amp;ref=fp_feat_1"
30358;Guys, we're not going to Sonoma at all, it's really difficult for us to drive over there tonight, we couldn't get there before 8 anyway 
30359;New Moon doesn't come out until November 20 
30360;#shoutout2 my mommy, shes sick and it worries me  please keep her in ur prayers
30361;I'm on my way to work starting another week  ♫ http://blip.fm/~8enxf
30362;@rodimusprime I'm trying to get this as well it ain't working 
30363;i wanna go home  i don't feel good *Say What??!!*
30364;@sammi_jade yay can't wait hun! Had a laugh tonight shame you couldn't have sat with me  x
30365;http://www.weather.com/mobile/textmessaging.html get a 36-hour forecast sent to your phone (for those of us without smartphones and stuff 
30366;I feel so bad for the family of the little boy who died from E.coli  He even went to carpenter's elementary, that is sad :/
30367;Ate too much soul food 
30368;@Beth_Temple  Uhhh...I don't think they do  Apart from the last one.
30369;Just finished getting Brian's morning surprises ready  pity he gets up at 6am now, early start 4 me 2mrw 
30370;@AlienYouth no its fine  if he doesnt want to talk to me, then he doesnt want to talk to me.
30371;Really guys? don't wanna go to the mall? 
30372;@sadexposed  im sorry I thought u name was sadie shame on me
30373;i was about to say.F*ck the upgrade, if it doesnt go this time, lol its upgrading now... bye bye hello kitty iPhone 
30374;messed up my iphone  wont be able to use it until a jailbreak comes out lol OS 3.0 is gunna be sweet
30375;@trackle he already has an iphone.. he's using it to tweet.  what about us who don't have one?
30376;Does anyone wanna just install Wordpress MU and Buddy Press for me? 
30377;I MISS BRANCHES 
30378;@TessMorris ohhhh gawd almighty 
30379;lsat day of school  i'll miss you all guys (:
30380;@JulissaB omg me too! When I go back home, we still have it, but it barely works lol 
30381;@MadameSoybean boo not eligible   I want to upgrade so bad but not at that price
30382;Man. Nothing to do all day and nobody told me they planned to hang out  tis no fun getting left behind. Lol
30383;@stillness- daijoubu! watashii was nihongo hanase dekinai  translator always used for kana.
30384;@evodonnell ooh yeah, nothing like class to wreck a fast-moving day  boo!
30385;i don't want to go schooool, fucking math exam u dirty mole.   !
30386; back from school. i'll miss EVERYBODY! i wish i was going to herman  i love everybody.
30387;Leaving work soon, marketplace isn't working right so I can't get Magic yet. I'm a sad panda  http://bit.ly/ZChaj
30388;"@BleepBloopJeff OMGOSH, I CANNOT WAIT!!! ;D i'm so depressed, cuz I used 2 have Worms on my old cell phone (n-gage) but it works no more! "
30389;good news, iphone 3 update installed, bad news, most of my apps don't work! and stuck in 'agree to terms' app stored updt cycle of hades 
30390;dead from run. clean room, kitchen, basement. then write thank-you notes. thrill rest of the day 
