Id;Valoración;Mensaje
2836;1; poor mel. Feeling your pain.
2837;2;@TheNewsChick u are a true fan (and optimist). i'll take a winning season   #Mariners
2838;2;I'm still at work pricing some items, finishing flyers and finalizing plans for the pajama jammie jam next Friday @ tha undaground. 
2839;2;@xjizzlebabix Can you HEAR me now?  http://snipr.com/fe6zu
2840;2;Ugh. still working on project  just taking a small break
2841;3;The one day I have to go to school is the same day something exciting happens at parliament square 
2842;0;@watko Shockingly not! 
2843;3;Today was a less interesting day on Twitter. @cboyack , @igeldard , and @iidiocracy were all kind of quiet today 
2844;2;@CourtneyBrwn awww thanks.. i hate being sick 
2845;0;"VIP guests today -________-&quot;   blohheeee       I HATE it "
2846;2;Up early 
2847;1;WHAT THE FUCK YOUKU  I WANT TO WATCH SKINS.
2848;2;i forgot my phone in my car but i'm too scared to go outside and get it. 
2849;2;I totally forgot we were going to do fisheye 2night   What u doing Thursday....  Btw.... I'm so late with the hills... LOL
2850;2;totally shocked by the episode of house this eveing  Lost one of my favorite characters.
2851;2;@offbytwo seeing a doctor i hope? 
2852;2;didn't pass the first part of the CSET  I missed it by 5 effing points!
2853;2;@KevinPeterson the 2G cases were like that. But scratches don't void your warrenty, dents do... As I found out 
2854;2;I have chapped lips, boo 
2855;2;@ryleebeth ye im not  very sad...but weirdly enough shes lettin me go 2 da party?? how confusing parents r?? lol
2856;2;@Kimboinlimbo no chance of that coming back when it'd be 20 mins faster than the Javelins though 
2857;2;bored and lonely 
2858;2;Back to classic rainy Amsterdam days 
2859;0;feels like crying that's how sick i feel 
2860;2;@Horrors_Wench Me toooooo! I feel like I've been on the verge of an anxiety attack all day.  
2861;2;I woke up an hour ago ... Now I'm having a hard time going back to bed  in Lakewood, CA http://loopt.us/rywlHQ
2862;2;"Going to sleep with lily and rocki &lt;3 Johnathon is too busy watching batman movies  http://twitpic.com/2y4j5"
2863;3;@gaspitsnicole sigh me too  mostly i midd hsnging out with my friends damn growing up : p
2864;2;@mrskutcher *lol i wish i only had bad sync. in germany right now where the subtitles dont work at all.  lol
2865;2;"@AlyssaSpears I'm sorry.   Maybe walking around all goofy at the store would help...HINT HINT! &lt;3"
2866;2;@Contempted Did the heroics ever go through! If not sorry! 
2867;2;im so tired this morning and there was only cold shower water!not happy 
2868;2;haha I've been with my grandma for 2 days. even she's about 5 houses away, I'll still miss her 
2869;2;clearing my desk... 
2870;4;w/ every person there. I didn't get a pic  my phone died but he signed my shirt so amazing words cannot describe should've skipped mel lol
2871;3;is crying inside. Please oh please let it rain  so warm.
2872;2;@thecoolestout 
2873;2;packing my overnight bag for tomorrow, going to the hospital 
2874;3;@gaspitsnicole sigh me too  mostly i miss hsnging out with my friends damn growing up : p oh yeah i miss being able to spell too lol
2875;2;"@Glavas lol.  U read my bio but spelt my name wrong           DARYLO ... Ahem ;)"
2876;2;Guten Morgen. Up and off to get ready to go to Phantasialand, Cologne. Yay! But booooo, last park of holiday 
2877;1;@la_discoteca  i just saw this im sorry 
2878;1;: @nikicheong just reminded me that #KrispyKreme http://www.krispykreme.com.my/ has landed in Msia and has an ugly website 
2879;1;@guykawasaki  That's so sad for the goats.   Wa-ah-ah-ah-ah-ah!
2880;2;watching the roadworks develop outside the office that'll make me late for the next 10 weeks  #fb
2881;2;at work  w asma3 nawal in fe obeerate alwatan TV
2882;2;I wish i could go 2 bed with out having 2 take an allergy pill. 
2883;2;@khqrightnow I heard them making announcements trying to find them. The mother looked so worried. 
2884;2;I have to work alone on Saturday    ...anyone wanna come keep me company? COUGH COUGH.
2885;2;ok... maybe i'll sleep for an hour or two. Then I MUST rise to work on my thesis 
2886;3;goodd nightt  sweet dreams to everyonee   jared neveerr chat on kyte   lol
2887;3;@TiffinyHogg I heard Timewarp was fantastic! Gutted I missed it, was playing @ egg 
2888;4;Wishing it wasn't 245 in the morning.  sleeping is awesome, work is not, and I need to scrub my apt!
2889;2;@eileenb I had that a while back (http://tinyurl.com/dmukpr), and I know some other people that have too 
2890;1;@baf03 hi steven! man it's only been a week and i'm ALREADY behind on school work 
2891;3;@Weebeedee run was great thanks. Is very windy today so bike ride not an option this morning 
2892;2;@aniita_0517 Yes i did. That's a sad topic for me! haha... I am not going to the concert... It's very far and probably very expensive  
2893;3;Hi @DaveJMatthews ! Greeting from Poland, love your music 
2894;1;@ingridmusic I can't wait! I'll def. come out to see you when you come to Portland 
2895;2;By the way, I almost forgot! There's an article about twitter in a maltese magazine 
2896;2;couple of mt texts didn't arrive here 
2897;2;@xxdrew0590 did you get my voicemail?  haha. i was bored.
2898;2;decided to rejoin aerobics cos I know I won't exercise if i don't. after paying for it, i only have RM3 left in my bag 
2899;3;ICE 72331 to Berlin - quite relaxed atmosphere on board. We're all waiting for the free inclusive service on this train 
2900;3;Updating my grandmother's computer. Always fun stuff. 
2901;2;Sitting at his mom's work.  Craving tea.
2902;2;I personally feel that the school needs to be a little more helpful to innocent kids like us. 
2903;2;@nicolerichie  I remember Anne of Green Gables - My sister and I used to watch it when we were younger! 
2904;2;@lanaclevermomme: Thanks hon. I've already received a few nasty grams. But that's okay. I knew it would happen. 
2905;2;@ientje89 aw i'm fine too thanks! yeah i miss you so much on the MFC  but hope we can talk later on today  kisses :huglove:
2906;2;@ientje89 aw i'm fine too thanks! yeah i miss you so much on the MFC  but hope we can talk later on today  kisses :huglove:
2907;3;@hartym looks interesting but lot of 500 errors on the documentation website 
2908;2;Wondering why Twitter had the arse with me last night. Bizarro!  xx
2909;4;Good morning everyone!  It's a sunny day here!
2910;2;@Aaronshale cheers bruv! We've been delayed so spending a day in Houston. 2nd pint of the morning! 
2911;2;HEY GUYS EVERYONE ADD @MattWayneCeleb please and thank you 
2912;3;@MommyBrain Safe travels and congrats on the new move 
2913;3;@idjd i LOVE the hills, it's very addicting. once you get into it, you're hooked. i suggest you start watching it 
2914;4;@Kal_Penn You were my favorite.  You did an excellent job.
2915;2;@maxandcats there was an avvie of me but this is bunny week! my pic returns on Monday 
2916;3;This breaks my heart Navy Seal Marcus Luttrell's doggy  http://www.rightpundits.com/?p=3669 I am filled with rage.
2917;2;argh ive eaton so so much today 
2918;2;@colinsteers http://twitpic.com/2vzw6 - Look who's half naked... again 
2919;2;"Latest blog post (repeat transmission for my American &amp; Canadian friends). Hope you dig! http://bit.ly/13vpz "
2920;2;@photojack I like audio podcasts. I listen while driving and walking (exercise). And lets face it - some people don't belong on video. 
2921;3;Really enjoying my DSi. Will update pics, profile, etc. tomorrow. Off to bed 
2922;2;Sleeeepin. Gotta rest up to finish painting 
2923;2;@brandonjshaw alex has a problem staying awake for any movie... 
2924;2;zurich does not have smelly bags anymore 
2925;2;is twittering at uni 
2926;2;@gary_hitchman thanks. 
2927;3;@Pesamob i was in Kenya when i was 11 years old, one of the best holidays of my life! it was amazing! my hubby is South African 
2928;1;in the university, in the classroom, on the computer... shit my day is boring 
2929;3;Hi @DaveJMatthews ! Greetings from Poland, love your music 
2930;2;I want to get back in bed 
2931;1;@fanofbsb4ever Sorry you missed it 
2932;2;Getting ready for BED. A Super long day ahead. Tax, Finance, Micro, FINALS! Ugh, how am I gonna survive! but hey, 4 months with my baby ? 
2933;2;waiting for the pizza to bakee 
2934;3;@hihik DVD is fine. Stay tuned on the channel: more updates are coming soon 
2935;2;@brandiei thanks! Finally something that I can smile about 
2936;2;@matswife Yes you do have followers...12 of them! That's gotten at least one person into serious trouble 
2937;2;@MrYoungHarlem  getting splashy I see 
2938;2;@JPierce Yeah, Red Dwarf alone can keep one busy for days. 
2939;2;@RayWJohnson ha ha ha! I bet you do! 
2940;3;OK..only 2 more hours left...and nobody died or got shot tonight! phewww!!! good night's work, will rest easy on days off  yayyy
2941;2;@valorandvellum sadly after 10 years of marraige peeing with the door open is common place 
2942;2;tea and the tonight show  .. say hello to john melendez, kevin eubanks, and the tonight show band!
2943;1;@GoldenShoes hi  just found out I have pcos. Tired of doctors in the las vegas area.
2944;2;Yeah for sure... It's happening at the Bells Billabong Store this Saturday from around 4-6.... maybe later if the contest runs 
2945;0;Worst burn of my life! so sick 
2946;3;OH, and thanks again to @cwelchtn and @chipdaves for walking to my car and listening to the Beatles with me  Love you guys.
2947;2;A three day week! Oh, if every working week was three days! 
2948;3;"On train to Star #Trek movie premiere with my golden entry ticket to &quot;A Reserve Circle&quot; "
2949;3;@jjchicken You've done better than me. I gave up on the readings and watching the news in week four. 
2950;2;@Schofe morning Philip  what a pain!!   ahem!!
2951;3;@PriscillaCruz So funny because I watched 'Only The Strong' today, what are the chances? I miss Capoeira   Zoom Zoom!
2952;3;I just joined my first ever Battle over at BOTB, vote for me okay guys? 
2953;2;@jakechew ang ganda nga ng mr. intentional 
2954;2;@colourfulmoney nothin layin in bed watchin tv  what u doin
2955;2;It's official! I'm going to have an educational summer. Owh God. Bless me 
2956;4;Good Morning TwitEarth! 
2957;1;@avisionofbeauty your phone doesn't like it  sorry
2958;2;@EdwardLawrence different time zones or way too much coffee. 
2959;2;@musicthelev owww, mau donk diajarin... 
2960;4;@musicaddikt787 its good for you crystal! 
2961;2;just posted a blog on being single... go check it out yo  
2962;2;Totally in awe of Firebug for Firefox. Wow.. now that is a cool tool 
2963;2;too much to do  not enough motivation 
2964;2;Paddington! Is *so* nearly home 
2965;2;@andy065 podcasts are on my laptop 
2966;3;@dileno You need to straighten up your gaming! More gaming equals more happiness 
2967;3;"Sleep. Then AT&amp;T in the morning. Oh the sweet smell of the boys of summer. "
2968;2;I'm on a boat 
2969;1;@Tammzy I hate those shows, and everything they stand for. What a way to make ppl look ridiculous! 'cept Audrina, she's mine 
2970;2;@carmanuals @DoItYourselfs @Electricity101 I see your M.O. there  #rofl
2971;3;"@larry_david your material is inventive, intelligent and absolutely HILARIOUS --&gt; can't wait for the new season of Curb "
2972;3;@fakeACLU it sure is  and I love that on PeopleBrowsr I have no columns limit and my groups and settings are saved in the cloud.
2973;3;Now on twitter! How fun! 
2974;1;@missoliviaa nooo brat. to the west coast hahaa quite making me sad 
2975;2;"*honestly* jus went to a random page on Myspace &amp; they had my song on their profile!  that shit was random but jus makes me work harder!"
2976;3;@malcolli who doesn't love fuzzy crits? 
2977;2;oh everyone is going to sleep, how much i wish i could  its only 4.45pm, and im @ work!
2978;2;@godsgirlsCAM read and put a question in there for ya  but of course.
2979;3;I'm such a happy girly. I think that means it's time for candy. Joy! Fun! Love! Smile! 
2980;2;@nicolerichie yep. Had their CD back. Still remember the cover - horribly early 90's! Had all the Anne of Green Gables books too.  
2981;1;One thing I hate about dozing off in lects, I wake up to a sheaf of wet and badly smudged notes. 
2982;2;"Let me pre-empt the inevitable &quot;When a man is tired of GH he is tired of life&quot; comment by saying I'm just tired, in general "
2983;3;@BittersweetBaby I love target too  hiii nicole!
2984;2;@ThePrinceBeMe : hm , that's sound scandalously sad !    Let's make happy music ! 
2985;2;3. Just kidding! I won't spam y'all anymore. 
2986;4;@sarahatwood you're welcome for K-ROD!   #openingday
2987;2;Watching funny TV show clips on Hulu.com  
2988;2;"@InnaLA_RE Is my way the right way? Yes. Is it the only &quot;right way&quot;? Um, no. Not at all. I just know what works for me and my clients. "
2989;2;@Steve_Buscemi I'll feed you for life is you say my cookies are the best. 
2990;2;Posting a new vid.. nothing to do with weight loss just felt like vlogging.. 
2991;2;@Alleycat24 Goodnight 
2992;3;@paulmonkey yes has all the sugar and salt to rehydrate you quickly 
2993;4;@Bluegrass_IT That's a very good question - don't know how I did it  - I could make a few guesses, let's chat at Exeter on 7th!
2994;4;bars on Monday = awesome.  
2995;3;http://twitpic.com/2y4ky - Cute shirt from @threadless 
2996;4;good morning @mariaandros i like that song too.. im praying now 
2997;2;"@nicolerichie Opps I meant &quot;summer vacation&quot; I had the cassette tape "
2998;2;@maymaym My #kfanyc is not up because I do not have server space.  Will fix that in May.  Everything can happen in May. 
2999;2;packing another order for a NEW retailer 
3000;2;@snufsnuf I'm living in penang, its far from singapore plus i'm just getting started on IM so maybe a little while before i can go travel 
3001;2;Sleepy head.. chances of actually sleeping? Slim to FUCKING NONE! 
3002;4;@tmere good to see your info on ED... 
3003;2;@JayJayKlees Well, I think you should go search for the pot of gold 
3004;3;Going to bed after this show goes off.  lifes pretty grand.
3005;2;Anybody in Atlanta hiring if you are looking for IT pro in Networking, please let me know 
3006;3;@bejithebear hey there..so cool to hear about the focus group...i am signed up for wed, hope ours is as fun as your was 
3007;2;Trying To Figure Out This Twitter Thing 
3008;2;@ingridmusic infatuated with twitter... like me. Too bad I don't have many followers. You should listen to a recording I've done 
3009;2;TweetDeck supports ?????? 
3010;2;Where has all my money gone?! 
3011;2;@Ramoso Hihi I love it! Drinking Red Bull in the morning  
3012;2;Now I'm down to 10% battery! 
3013;2;@KristenjStewart just watched the trailer for adventureland on itunes looks so funny!! pity i don't think we get it in Australia 
3014;2;I'm so tired, have to get up and go in to school during holidays for the 3rd time  xxx
3015;2;OMG, more than 360 people is the death toll in Italy 
3016;2;@ThisismyiQ layin down...i dont feel well 
3017;2;@SCC_Skwerl Aww how depressing! 
3018;0;@TheBlondeTheory  ditch in another parish. Some really sick people in this world. 
3019;2;Yo jimo i cant talk on aim anymore, its glitching  ill cya later and i hope u see this
3020;1;I just gave an msu fan a car rental discount.. He looked so sad I just couldn't turn him away.. 
3021;2;ordered a pita...it NEVR came! why they say the fax machine broke and the driver left, what about my empty BELLY 
3022;2;Britney was fucking amazing!! After we just went back to the hotel...I hate travelling with cheapos. 
3023;4;@powerpoole some people try to be tricky, some stop using twitter at all  i guess it's as good as it gets! i had to try.
3024;1;@dra6on now I am sad cos u r sad 
3025;1;@gotobekiddingme I tried.....and failed 
3026;4;@ditty003 I'm looking at mine And I can't even get to it... School work sucks...atleast when u get home that's it  LOL
3027;2;"AC/DC rocked last night. Back to reality today.  70000 people without homes and &gt;150 dead in Italy "
3028;2;@heatherlibby  Oh well, she seems like trouble. Christian Slater is trying to kill her at the moment.
3029;2;Hoping I can get some decent sleep tonight since I didn't get any worth shittt last night  Goodnight World! XOXO
3030;4;i want diana F+. it looks great... 
3031;2;i've got one of those spots that doesn't really show yet but hurts like hell and will no doubt be a beauty tomorrow 
3032;1;@ekim1406 hehehe too bad they were separated 
3033;2;Babe aint callin 
3034;2;@Hetty4Christ heh, yeah, I shakily conquered the ladder. Pointless job, tho. We're too far away to receive digital signal w/ antenna. 
3035;2;Good morning, hope everyone is feeling better than me.... this cold has really got hold now 
3036;3;Train rammed, fellow commuters vile . Special derision reserved for the man who appeared out of nowhere to claim 'his' seat. Luggage rack 
3037;4;@Kal_Penn I will miss you on the show... you were awesome!  What a shock!!  
3038;2;talking to a boy  hating work though 
3039;2;someone keep me up....im at work 
3040;2;@LarrissaR please don't leave. stay for grant's bday 
3041;0;@DanielCalderonL yeaah I hate that! 
3042;1;@pmelt the only bad thing about aids is you can only catch it once  Id want to inflict more pain on the deadshits of this world.
3043;1;@childhoodflames whats wrong! 
3044;0;Off to bed now, sick n can't sleep but will try w/ help of meds :s 
3045;2;Blip.fm is down...I'm going back to normal tweeting for a while. 
3046;1;@Lilylauren I get sad when ppl shave their moustaches  I don't know if I'd cry about it tho
3047;2;Oh my gosh... Oh my gosh...Susy is going to kill me with her remedy. 
3048;2;Finally going to sleep and waking up early to study 
3049;2;I miss my friends from elementary and middle school 
3050;2;"@cyantificNHS Balls  Although without the tunes, it's just a holiday then ;-)"
3051;2;chick corea was tonight...and I missed it  ...now she sobs
3052;3;I'm going to love this season of the hills... I can tell!  Spartans sucked.    Goodnight!!
3053;2;needs to study for quant and do legal process assessment for 2moro 
3054;2;inducted the new FLOfficers tonight 
3055;2;@acmaster27 haha yes, it would be cool, but i'm pretty sure my cookies don't know anything about political bias in cable news... 
3056;2;HEY GUYS EVERYONE ADD @MattWayneCeleb please and thank you 
3057;2;looooooong day ahead! another sunny day 
3058;2;@cheekipoo Don't let that stop you coming along 
3059;1;Gooooooooood Morning Twitterville. I wonder what today will bring and which song I'll have stuck in my head most of the day 
3060;2;@AdamCSmith RE: your french word. sorry, but it looks like you're going to have to try harder...its down 11.5%  
3061;3;@itsangie i canceled it, with plane tickets, hotel stay and tickets.. it was close to $400 if we eat cheaply.   man i soooo want to see O!
3062;2;I like saving money 
3063;3;@franceskim thanks i had a lot of fun...vegas is always a good time for me 
3064;3;Is quite pleased that the weather forecast for Cyprus looks so good - not like turkey last year!! Mmmmm... Sunshine!! 
3065;2;Big thanks to Brenton for my workouts! He's kicking my butt into shape! Hello bikini body. 
3066;2;@polaroidskyline that sounds fair horrible.  i was going to repeat myself, but i guess the text I just sent you would do it better. whee.
3067;1;@bivancamp aw, that suuuucks  Sorry dear!
3068;2;@NeYawn Yeah! Interview... Don't know even when it is... 
3069;2;Ava has just taken me for a short walk to the shop, to buy cigarettes  http://apps.facebook.com/dogbook/profile/view/6352671
3070;3;laying in bed. I have high hopes. it's going to be good.  God is GOOD !!! 
3071;4;Wohoooo! Wilco is coming to Pukkelpop?? Do you think I can invite them for a good coffee at my house  ?
3072;2;"Just typed up massive trench warfare plans for the defense of the Papal States in 1983. &lt;3 forum-based geopolitical wargames. "
3073;3;@airplanemancf you are so right  thanks for that. Always nice to have some positive people around!
3074;2;@NicoleVilareal heyy yess  whats up dude!?
3075;3;"@LFTA So ur just gonna delete me like that...Y do I feel like &quot;Tom Cruise&quot; on Jerry Maguire when he got fired right now, yo.  LOL!"
3076;0;had the worst dream abt some turd face i used to date... ugh. it was awful. 
3077;2;@shemah @anefallarme Awesome! I'll try to chop! 
3078;2;Feeling a bit better this morning - J let us lie in until 7:30 which was nice but means I am now rushing to get into work 
3079;2;@scrivener Afterwards, spoke with my Mom -- she argued in your defense, ahupua'a and all! 
3080;2;@swirlyarts Thanks for featuring me on Cuteable yesterday 
3081;2;@shresthayash  ouch I can just imagine a toothpic in the eye or something 
3082;2;excited about mi promisin future I need a spiritual cleanse. I'm prayin then its off to bed  night twittheads!
3083;2;sooo freaking tired. glad it's almost the break soo i can sleep in! cant wait to head to weyburn after easter. 
3084;2;@KnitLuck I have crocheted washcloths in my store - afghanartistry 
3085;3;I suddenly have the urge to watch Karate Kid and catch flies with chopsticks. Must be time to eat oriental. 
3086;2;Mmmmm wings  http://twitpic.com/2y4o6
3087;3;uh...I feel so lonely  I wish my BFFWIAMC (Best Friend Forever Who Is Also My Cousin) has a Twitter
3088;2;@moonfrye I find your tweets are extraordinarily and consistently positive. Given my own last tweet, I could take a page from your book. 
3089;1;Why do people keep following me and then randomly stop?  It makes me sad!
3090;2;Still feeling bleh... Spew burps and all 
3091;1;@kyleandjackieo GOD! send ME some of your clothing that you don't want.. hangbags too please! anything! ill cherish it 
3092;2;hot deadline... 
3093;2;has to return the shirt she bought from Topshop bc she has $50 in her bank account that has to last her the rest of the month, life sucks 
3094;2;@Clamson NOOOOOOOOO!!! As cool as Iron Man is, women are way better. On the other hand, Iron Man doesn't nag or talk back.   
3095;2;@ThisismyiQ Q g0 t0 bed!!  wat r u doinggggg??
3096;2;Sleeeep time! I'll check back in tomorrow!  raining tomorrow? wtheck?
3097;2;@tommcfly Hello! You should have the cereal with loads of sugar 
3098;2;picked up my new car this morning 
3099;3;@innocent42nite that's ok, it was funny lol 
3100;2;is coloring! 
3101;2;@MiltyKiss sadness! but they are credited in the movie! 
3102;2;@aswinanand Well, we are on the verge of ruining this planet completely. Time we started working on another, dontya think? 
3103;2;@RichSchefren though, well he's like a big brother  - always friendly and supportive.
3104;2;@Amy440 well well well...look who it is  welcome to this crazy twitter world...hahahha
3105;4;Strawberry cheesecake ice cream and Captain Jack Sparrow.  Yeah, it's a good life. 
3106;2;woke up at 6am  far too early...more coffee then
3107;2;Just working again..... We gonna digitalhero some ship today 
3108;3;Starting a busy day at work happy that @geoffjones rang me from airport 
3109;3;"Ok.. so Dunkroos could not be found, but I found something called Dunk 'ems and the flavor is &quot;Awesomely Oreo&quot; I shall now try it "
3110;1;is tooooooooo cold. 
3111;2;Listening to Honor Society 
3112;2;@stinson Was the 1st time I used the lightbox, so a bit rough, but wanted to do it before she got too big! 
3113;4;@phatelara awesome Debbs! 
3114;2;waiting for the clock to turn 5 so i can go home 
3115;3;Why is it raining tomorrow night after it was sooo nice today?!  Guess I should be thankful that I was able to enjoy it at least.
3116;4;@vielleicht LOL well one thing we can do is you can show me how to get to the rocky horror place 
3117;2;Michael Crichton 
3118;2;What a session! Headin' to my lady's house for some home cookin' 
3119;1;CURSE MY SLOW INTERNET. I miss YouTube 
3120;2;@wpwebhost Have you prepared the 110 x 80px banner? 
3121;2;can't stop laughing 
3122;2;@sexpensive Not really going  Wish I was though. Wasn't this hot.
3123;2;[2/2] orkut's team cleaned the phishing link in few hours and responded to me with a thank you note 
3124;3;"@damohopo thankyou  bet your eye looks lovely, consider an eye patch if only to spare others pain on looking at your gooey eye ;)"
3125;2;feels a headache coming on! 
3126;4;@lsndr87 Good Luck Girl 
3127;2;"@lizlin Sad to say I just take multivitamins, I guess I'm getting old  oh yeah, if i hold the &quot;P&quot; will i get more vitamins? LMAO"
3128;2;"@gordonchiu You're one letter alway!    Koreans don't use &quot;X&quot; so there's no hope for me. "
3129;2;"@gordonchiu You're one letter alway!    Koreans don't use &quot;X&quot; so there's no hope for me. "
3130;3;@qtbrowneyes - my avatar? LOL! yup. new FF. new Avatar. Everyone started changing theirs now too 
3131;4;@bikeindia LOL! I think he shud get a pic of his taken with the bunnies himself now  The damn LCR site is alrdy NSFW at work though!
3132;2;Finished reading 1st book of the Hollows series by Kim Harrison 'Dead Witch walking' LOVED IT!  Started book 2 already  
3133;2;Coffee! ...and in less than 24h back on the plane 
3134;2;"In our new feature we're launching tomorrow I am going to launch a new list &quot;people I really trust&quot;  Good night!"
3135;2;Working on the Holy Week 
3136;2;@idonthavefleas 
3137;2;@marnieblaze haha nope. i guess nothing is original these days 
3138;2;Lots of revision to do tonight too for my final assessments. More assessments today as well, 90% pass mark is harsh 
3139;2;I'm sooooooooooo over him, its funny. 
3140;4;Hi @ladyexec: Found you through @MrTweet. loved the positivity in your mini bio and thought it would be good to connect 
3141;2;@ryanhopesudie I agree entirely. Won't have to wait too much longer! 
3142;4;@mariannemarlow Hehe Watch out for it tho  Have a great morning at your end...
3143;3;@jaredleto Gonna go for a jog with my dog, it looks beautiful outside... Gotta love spring 
3144;2;all thats stapling chipped my nails 
3145;4;@maddysen lol omg check my profile in 5 mins 
3146;1; is cold
3147;2;http://rapidshare.com/files/218348030/Summer_CD_2009.zip.html A mix i made if you want to listen to some new-ish indie pop/rock stuff 
3148;2;@Tyrese4ReaL Thanks man 
3149;2;@SathyaBhat Ahan  let me eat his head then! Danke!
3150;3;@larryczerwonka cool changing avatar u got there. nice quotes too 
3151;4;@dougiemcfly good morning dougie 
3152;2;back in Montreal, missing the sun, the ocean, the desert, and my oh my the good looking boys....but hey at least ive got awesome friends 
3153;2;"I will be enjoying my long vacation starting tomorrow!  I'll also be doing some reflection in the spirit of the Lenten Season! ;)"
3154;2;@PaulTeeter we passed by the border 
3155;2;Time for nite nite I guess 
3156;1;@xJane Well, since I'm on the subject, maybe I'll complain about it some more. 
3157;2;eww maths, one day till holidays 
3158;2;@epidaetia whats bad abt it? good thing indeed  congrats..when is the summit
3159;2;happy birthday Sybil. wow. // coffee at nearly 3 in the morning. in for another LONG night... or, morning?! 
3160;2;Chewie update. OCD in left legs fixed, but possible OCD in Right leg as well, and worse still hip dysplasia in both hips  Not good...
3161;2;Just got back from the hospital. BF's nephew might have meningitis 
3162;2;"&quot;through all the hard times in my life, those nights kept me alive&quot; "
3163;2;@mileycyrus if it's less than an hour of sleep, its napping but more than an hour is sleeping. 
3164;2;Chi?u nay h?p chu?n b? t? ch?c m?y s? ki?n ? tr??ng ! Bao nhi?u vi?c 
3165;2;@michaelkwan It's not about working hard, it's about work smart 
3166;2;is coldd 
3167;2;is at 98 followers 
3168;2;Please watch this vid and tell me if you are not moved  http://www.youtube.com/watch?v=EUJSME0TORw
3169;2;"Boo another day at work  but only 3 to go then 3 days off ; )"
3170;3;interpretor...sounds cool  ,but i am soo sleepy XD
3171;1;"Today its biz side vs dev side @yunoo  Tennis, bowling &amp; beers! Let the games begin..."
3172;2;driving to schiphol. apperantly I am not the only one. Stuck around aalsmeer 
3173;2;Not anymore  how does Daisy manage to take up 75% of the bed?
3174;3;@glenzgolfvi LOL really? I always thought I @ too much.  have a good night.
3175;3;@ work.  pears (in liquid state) bought for weekend. they say fruits are healthy! 
3176;2;Did You Know what is happening? - http://www.youtube.com/watch?v=IUEhASXb8EM isa un kodoliga futuralogija 
3177;4;@TonjaC Good night! 
3178;2;@garretjiroux do u write back on twitter? i miss ya garee...  x
3179;4;@jaredleto Yeah...Here is 1 vegan  P.S. Jared, you are one of the greatest artist of all time !
3180;2;@0mie no thanks. I don't like jail 
3181;1;Getting changed in the hopes that, that means we can go to the store now!  Poor cat is out of food...oops. 
3182;3;home - yay bought so many nice things in the city today 
3183;2;@_Flik_ You'll have to sweet talk her  make sure she knows you are a hard worker.
3184;3;@youngaq nah I dont even lol haha thankssss for the page love 
3185;2;I'm in pain 
3186;2;listening to songs  
3187;2;@RuthyLANY Awesome! I love that show. No, I didn't see it but, I did record it, so I'll probably watch it in a little bit.  Ryan's cute.
3188;2;@nicolerichie: Haha. Yeah, they were that band from MMC! I used to have a CD, but I lost it. 
3189;2;i miss my bcd friends 
3190;2;@oliyoung But that requires assembly! Assembly is completely overrated tonight. This is harder than I thought 
3191;2;On a diet.... Woke up 2day Hungry 
3192;3;@JBeauty oooh *heads high killin 'em wit da no* lol didn't think so..  but u don't really know me yet I'm a good tucker inner haha
3193;0;I hate cooking dinner 
3194;2;@maikeru76 you aren't connected with me back...so I can't DM you...  
3195;2;My compassion to the people in italy! My mother is calling with our relatives in Italy right now  
3196;0;@riskyrevenge Wait, what? Sick? 
3197;2;@oishiieats did they play polite dance song?? only my fav. please dont say they did. or course they did.   damn me!
3198;2;I need to find a battery for an Elinchrom Ranger.  Nobody in Canada has any in stock 
3199;1;"So now it's just a wait &amp; see game. I fall asleep &amp; it might or might not be there when I wake. "
3200;2;Off to London today 
3201;2;Smile like you mean it. Wow. This song brings back memories. Still can't sleep. 
3202;2;@muzocan we should talk about this australia issue.. 
3203;2;I was woken up from a deep sleep just to be let go for Mad Max.  Not happy. And now, i can not sleep! 
3204;2;Sorry, was getting ready.  Going to leave at 8am today.
3205;2;Got a speeding ticket 
3206;2;@kristensaywhaa he is an ass. .. .. .. hM ..  did you watch the first episodeee? i freakin missed it 
3207;3;@scarletjac but not good for me close to my current challenge 
3208;2;But the international font looks ugly. Going back to original font. After all, who'd tweet in malayalam 
3209;2;doing some business studies revision 
3210;2;misses David actually 
3211;2;http://community.livejournal.com/ohnotheydidnt/33907252.html How freakin cool is that? Why doesnt shit like that happen to me? 
3212;0;I can't believe it. I got my answer and didn't have to ask the question.  This feels awful.
3213;2;Won't be tweeting much tonight   Maybe all tweets will come out in form of Tweet vomit later at about 1 in the morning.
3214;2;I think I need to get laid. Sad revolution I had earlier rofl  http://twurl.nl/ibz2wb
3215;3;Txt-Chat with Jake. Lmfao. Its Frikkin Awesome! I Miss This Effin Boy So Much.  Awww. Hoping You Guys Would Come Back Here Na! ) xxxx
3216;3;@ItsDawns Thank @rmilana don't like it  hehe but it's very easy and well I'm just a Danish Dude
3217;3;"@Craftysince1990 Lol, that's sweet! I bought tickets last year &amp;&amp; my PartnerInCrime flaked so I didn't end up going  but this, FOR SURE!"
3218;2;@razzberrie wha so now its 4GB! yay! haha no more laggy computers! but my mba cannot upgrade 
3219;1;@defsound aawwwww i know what u mean. iv never been that girl with a sense of humor 
3220;2;@zaibatsu ME...I'm up.  
3221;3;was super lucky to get a seat on the train. We pay ?40 for this 25 min journey. 
3222;2;@Coyoteontherun Bet I-  Oh wait Mac?  No prolly not. 
