Column1;Column6
0;ARGH MAN! Just come dwon for a quiet revision sesh by myself, and then guess who comes down, @moveeefan and turns on the telly, thanks! 
4;getting ready for the endless happiness 
0;why does it take professors so long to post grades 
4;@kelly2thec it is a good time for sonic cheddar peppers 
0;Going to Daylon's memorial service, going to be a rough few hours seeing everyone grieving 
0;@georgeruiz Unfortunately one of those moments wasn't a giant squid monster. 
0;Exam tomorrow...  Biology... D: I think I'll play some Half Life for revision.
0;@ketnos pepper is dead   the cpu fan wire got cut somehow and it burnt to death
4;@NicolePeeler Alright, bitch.  Get your ass to LA.  
4;@scott_tracey Great. Now I need to research that recipe...  
4;@Jim1975 damn son it sounds like a blast. I'll see what I can do 
4;@Jim1975 @jeremy_sherman yous guys best behave in NY. Damn I wanna go. 
0;awake....still feeling like refried ass...bllllllllllllaaaaaaaaaaaaaaahhh. Send me some love heathens...I need it 
0;back from a long lunch. I tripped and almost busted my ass in my heels  lol.
0;@TickleMeJoey I wish I was but I can't  My friend owns the waffle house in PA so come by when you are nearby!
0;@JohnLloydTaylor yeahhh john taylor! i wish you all the best this summer on tour. if only i wasnt on vaca while you guys are in PA 
0;@lisarinna Very true ,respect in the family is the 1st priority 
0;@ChrisCuomo Unfortunately , people are very insencitive about world news until it hits home 
0;@nicksantino Nick,i want to be in the band too. 
0;@nicksantino I love Harry Potter too.Bahhhh! See you on warped,if i can. 
0;@nicksantino I just hope you guys will do a tour to singapore. 
0;@HeyItsAshleyDuh I wish i had your life . 
0;@nicksantino Tie Dye !? I love . Whyyyyyyy!? Once i do it ,it turns out ugly. 
0;@HeyItsAshleyDuh You're going for Warped? I wish i could. 
0;I don't like Mr Sunshine.I want Mr Rain . 
0;New firmware running. Phone still awesome. Nothing like the iPhone. Totally different animal. Fever came back a little so no CineGear. 
4;Isotope Lite hits the App Store. This little shooter is awesome. Full game is out next week and it's a defo must buy for me. 
0;got a text from Optical Works! My glasses are done! Hope I could pick it up before 8.30pm. 
0;My back hurtss from workuing out 
0;@olafsearson Well, that sucks  Well, the Powerboating is still on tomorrow if you've no work ^^
0;@benz87  I was hoping for you to be online this morning - no one to chat to!
0;I hate waiting around... wish I could just go home tonight but the tickets for tomorrow cost quite a bit  Never mind.
0;Feeling a little ill this morning but with everyone out of the house, I'll just have to look after myself 
4;@remzology ohh,..    i saw a few pages with NRIPL but was wonderign what it is 
4;@nikpages great i quit  from there last weekend 
4;@sid88 danku danku.. more than 5 people already commented on this pic 
4;@remzology lol..   sun is under shades now.
4;just got up from bed..  what an awesome sleep 
0;i need you to register for a class so i can see if theres a waiting list cause I can't since i'm on probation  its limiting my potential
4;@semnata thank you da very nice 
4;@sararunk yup just. now scouring the net for info on his work 
4;@sararunk I read *nothing* but sci-fi all through secondary and tertiary education! almost  Asimov, P. Anthony, A.Clarke, that era
0;@Fernosaur :O Your poor mom      Tell her I want to come to Mexico and nurse her back to health.
0;Bike had a flat this morning. No ride today 
4;I just finished catching up on 3 months of The Jimmy Fallon Show and I saved the best interview for last... JENNIFER ANISTON! 
4;@Claudia_I Welcome back!! 
4;@dailycoyote That sucks and was really rude of them. I hope you gave that out-of-towner a hard time or had Charlie growl at him. 
0;You know times are tough when they close down the local KFC. Sayonara Col. Sanders. 
4;@deniselazegui  yes. we get it.  we'll watch from afar. 
4;@fallenscholar  agreeeeed. start of something new. 
0;@beachdork  we're going today. 
0;@fallenscholar i want an older one too.  HAHAHA. but he should be like JT.
4;Woohooo Dundee on friday! Beiderbecks for dinner! Best place for food in Dundee 
0;Is really poorly 
0;@thenyxie he's not here anymore  he must be missing us and trying to distract himself from the pain!
0;@tracy_loo_who doubtful since it's only 30 min not an hour 
4;Aw, Sweetie woke up four hours early to take me out to breakfast and drive me to work.  
4;Can't wait to get to Switzerland! I'm starting to go thru my stuff so I can pack!!! 
0;I really don't feel well 
0;I'm really sunburned, so I can't sleep.... It hurts too much. 
0;Why can't I sleep??? I have to get up in 5 hours and I don't know if I'll even be able to fall asleep before then. 
4;Go for it. 
0;I am surrounded by good luck apparently...my desktop's sound card just died I think 
0;Just great. More scamming and whatnot. Got a bunch of fraudulent charges on my account. Time to get my card replaced 
0;Just got back from work, had to go fix the network...on a Sunday 
4;@DesiMatlock Wow! Impressive! I psyched about Wave.  
0;@belledejour_uk I was going to suggest checking the Way Back Machine for NightJack archives, but they've even blocked that 
4;Robert Plant – 29 Palms. THX  @patita @ligz ? http://blip.fm/~7ealb
4;" rb@annapurna: &quot;mooorning blip crew! @jakite @tubilino @Looney @rodrigolab @theclockworkbox @zephyrlily....&quot; ? http://blip.fm/~8b6gj"
0;@murphyusa why aren't you following me you bastard?! you're my own brother... 
0;darn it that was supposed to be a haiku but the formatting failed me. 
4;has just arrived from the mall. Finally, I got some new clothes to mix and match.  http://plurk.com/p/11d50x
0;wants a Wacom Tablet.  http://plurk.com/p/12e8f2
0;thinks she will not be able to go with @dhazhtin on Wednesday.  http://plurk.com/p/12oc9b
4;@zeeven you can do it! And I hope everyone in the class, too!!  Iol.. your wish really woke me to research! I wasn't expecting that.
4;@Wo0t  not me ...... Lol
4;@Wo0t LOL she said u would be mortified, before magic mount. She called and they started talking 
0;Just dropped my headphones in a cup of water  great
0;@ambiguousfacade i know, george shoots him,  not even halfway through and i already know ending (friends)
0;A pen just leaked all over my hands , I just wish it could have been a prettier color 
0;y am i so hot right now?  i feel like im burning
4;"getting dressed &amp; getting out!! much to do before tomorrow...excited for my hubby's bday! woohoo "
0;"@pronouncedkm gurl, I STAY on the train. you don't kno how I feel rite now! something too crazy &amp; one's on top of the otr! 2 ppl died "
0;Home sick. I have some kind of chest/coughing bug. 
0;@abwaters I've been impatiently waiting for the update, even unrooted for it, but still no love from T-Mo. 
0;Grrrr bad restore  my bbm contacts erased. If we're friends please send me your pin
4;N.B. The UMBRELLA is a piece of crap, not Andy. He's lovely. 
4;@secretfanofu big news Andrew: I'm moving up to SF at the end of the month! So making the most of my last month in LA. 
0;Haircut, haircut. Thanks, Elaine. Blonde's almost gone. 
0;Awesome way to wake up? Catching your foot on a half open metal computer tower and feeling it land ok your foot. Fuuuuuck. Owwww. 
0;@heartcomics it's great minus the fact that the next/previous buttons hate me. 
0;"@strayfarce *offers a metric fuckton of hugs* That sucks extra super hardcore, hun.  I can kinda relate; I owe the state big time. :-\"
4;@Abazilla and also your birthday is just THAT epic. 
0;@nufger That sucks 
0;Thin Lizzy Pull out of supporting AC/DC next week due to injury, I has a sad 
4;@regie97.. hahaha.. yah lgi.. murag surprised jud..  hahaha cant get over it )
4;@regie97 hahahaha.. i jst luv it wen rob got rejected 
4;@amands42 sorry for late reply ha.. ) oh yeah wear civilian nlang gud  hahaha... and yah.. HEY!!!!!
0;is so bored 
0;@jcj3582  I miss those mugs! sorry you didn't make my last night.
4;@paramusical Your Nashville fans will be thinking of you this $ummer  Have a great tour!
0;Is trying to sleep at this time a friday evening... Fucking BACH...I'm too tired 
4;I became a star wars fan 
4;i woke up at 4:30 (PM) Today... I broke my record  yay!
4;GuiPulp is open 
0;Got fed up with Twhirl taking so long to enter text, so trying out TweetDeck. Looks nicer already, but still not Tweetie 
0;New 'The Bird And The Bee' video for 'My Love' here. http://tinyurl.com/tbatbml I can't view it, though.  Get the album, it's v good etc.
0;According to @EWAusielloFiles, Dollhouse's renewal is a long shot and Pushing Daisies is officially canceled.  http://tinyurl.com/csneyp
4;@Plandkroon  cheers peter I'll investigate it.  
0;Sick  ... I'm going with swine flu just to be different.
0;plans to see objectified tonight have 'fallen off' 
0;On the plane taking me away from Phoenix and, unfortunately, @sheathedog 
4;@CeliaLins manda o link 
0;144 people till date died of swine flu....and 2 children in dubai died of food poisonig  
0;@AliBali28 aww wish I was there today. So sorry malibu plans fell through 
0;@siobhans13 i agree with benny. we miss you 
4;Great day  mitsuken, movies, 1vs100, nap, rock band.  sleep is now. Good night all!
4;@ParkRat yep. deep in the recesses of this hospital xD i'll step outside later today. breathe in that fresh hawaii air. 
4;"@KaizenHawaii why yes.  i'm quite tired of waiting for 3G and apps for the G1. though, i just received the unlock code for my G1 ;)"
4;@erikaengle thanks! you too! 
4;@Melissa808 is it every Thursday? And yes I will be more than happy to come down. 
4;"Gotta get some rest. This was truly an awesome day.  fb pics up tomorrow! ;)"
4;@japayuki oh no, just a lot more paperwork than usual.  at least it's done now and i can relax.
0;@ParkRat it's rumored to be Q4, so at the earliest, september. 
0;@Melissa808 thanks! Though today is fathers day as well, so birthday celebrations may have to wait 
0;@OahuAJ lol yes we did. Though I'm quite intrigued about the shrimp by the sugar mill. Sadly we did not have a lot of time today 
0;@PHOTOluluTV not yet.  countin it down...3 hours left...
0;@ahhhhcaffeine hmm..I don't play halo, quit gow and cod  waiting on l4d2! For now, infamous on ps3
0;@tenbears i'm slowly losing the fight. i read it again and watched the vid. again. 
4;@randombrick no  Its a tradeoff I'm willing to live with.
4;Off to #Coorg for a day. Rain, leeches and huge expanses of green 
0;Skype on #ubuntu hogs 100% cpu, loses voice  after a few mins  Damn I need that fixed for virtual workplaces to work.
0;Awesome, an old lady drove into our new car while it was parked - only 500 miles on it and a smashed fender 
0;On my way to Chicago. No flight to MSP tonight.  
4;@GoRemy a new video!  woohoo 
4;Looking forward to Calvin this evening... it's acceptable in the 80s!! 
4;@MrCullen yes   its also supposed to be the time we align with the center of the galaxy.
0;Is really bored atm.. 
4;Stress, kinda mad and anxious... So im running at moval tracks right now! 
4;Still i cant believe i did that...  im not even tired...
0;last day at @meebo today  will very much miss everyone there!!  can't wait to come back and visit you all
4;@AncillaTilia That is one of the best tweets I've seen so far!! 
4;@TheBetterSexDoc Was that my answer? If so, it's a good one!! 
4;@Darenzia Are you sinning that much?! Nice!! 
0;this has been a very painful night 
4;Playing around w/ iBonsai on the iPhone. Very interesting and somewhat theraputic. http://post.ly/iXJ Okay. It is silly, but fun. 
0;babysitting in bad weather = not as much fun 
4;"Wishing everyone a fun, safe &amp; relaxing weekend! Also, congratulations to all the high school graduates "
4;Lots going on tonight! We hope everyone had a great Monday! If you come in plz introduce yourself to us - we love meeting Tweeps IRL 
4;A tweep just asked and she received! ARABIKI DOGS on special tonight and tomorrow night  A customer favorite is back!
4;"@MichealConway I love &quot;Last of the Mohicans&quot;--probably have seen it a dozen times or more "
4;bittie hungover after work Quiz Night in Tiger Tiger last night, its was good, and worth suffering for today, we can 2nd 
4;Getting ready for beer fest, looks like I'll get there before 3  most ppl around 5 i see #abdntweetup
4;@DARRENJ0NES loving your new snake  http://twitpic.com/3laqe
0;@RyanRoberts nope, no price for second place in the quiz 
0;@Kogenre crap, im a week out on the geek meet ?  i guess i have been quite distracted the past week, doh #kilaumeet
0;INFLUENZA A H1N1  INVADED THIS WORLD
0;@natalidelconte the video isn't working on the iPhone 
4;going to Bookcamp Toronto after lunch #bcto09 at UofT. Just can't escape that place 
0;OMG, I should've worn a hat today!  
4;Aaah what a beautiful mooooorning  I've been clubbing till 4AM. People here in Brusells know how to party! Lots of AIESECers and expats.
0;@AlinMechenici I feel for you 
0;@T1beriu Mah skimmer m-a cam dezamagit si m-am intors la twitterific ... iar mai nou mi-am pus Tweetie pentru Mac ... MacOS only  genial!
4;@MsVanityQT Lol get it togetherrrr yoo 
4;@ILOVECHRISSETTE Yay you  that low key made me feel better about stuff
0;@CINAbun Yess safari is on that shitt 
0;@VOMalleyPhoto weak well no i take that back its cool like high of 76 today i like this time of the season but hattteee the pollen 
0;@ampersandrea Yess I know we are missing the picnic 
0;@TheMrPicture yeah it sucks 
0;@TheMrPicture ook nah they didnt close mine someone had my password and felt the need to Deactivate me  so all my friends got del
0;@SinnamonLove Yeahhh but its sooo goood  lol whts ya fav fish?
0;@WaTaFoLLowRJess Dammmm jess u tweet like every 5 days  lol
0;@MsJuicy313 soo mine been doing that alot lately too 
0;@djmobeatz Not dressed for it  ill be out next week tho
4;@kbalakumar Take care of your leg.wishing you a speedy recovery 
0;Too Much of Anything is Good For Nothing, Even Happiness! 
0;At the pool.  It IS foggy 
4;ONly 3 days to go, then I'm off from work to celebrate MIdsummer  Yey!
4;Mothers Day today in Sweden. Love you mum! 
4;Thank god it's friday! I love it!!! 
4;@heidimontag It was wonderful, just home from a wedding. I love it   How was youre's?
4;@katyperry Is it sunny and warm for a change? 
4;@LoBosworth Your'e not alone, I wish I was Miami too  Sorry to hear about the break-up, it's always hard...
4;drank for the first time in 4 months, wasn't quite that bad. Going to Ikea to get Swedish furniture with weird names and eat hotdogs 
4;drank for the first time in 4 months, wasn't quite as bad as I remembered. Going to Ikea to get sweedish furnature and eat hotdogs 
0;@232Penelope  I sincerely hope it's not a hint. 
0;@emscum Neither. I'm getting a bit worried. 
0;wonders why no one ever invites her to the football  Just because I detest all sports, doesn't mean I don't want to watch them.
0;@Devangel74 Anyone with half a brain knows you would never hurt anyone intentionally. Unfortunately, it's part of life 
0;@Devangel74 It took me far too long to decipher what you just said. I just don't understand my generation 
0;@fafigolucky why? 
0;@ChristianPlante shake him 
4;@jikido me me!  sounds like fun 
4;30 minutes before I have to punch down that bread and let rise for another 30!  hope its tasty 
4;@jikido we thought it was great!!!  watched Rachel Getting Married last night---also great 
0;figured out facebook issue. have to go dry my hair.  graduation party today. took dog on walk. love the sun and warm.  allergies bad 
0;moving the furniture is fun but now I'm hungry 
4;waiting...  
0;In case anyone was uncertain, Oakland is cold... and wet 
0;@BlueLint Good point .  My Nihongo is very rusty and I must miss this years' visit to inlaws when I would practice. 
0;@mysgreen yeah who am i kidding, that's all I use mine for lmao. I do get work emails on it though  But work pays for it! *evil grin*
4;@Manji2501 The songs I have been blipping are suggestions from @skeptic916 
4;@mistergoomba ah ok, well then I guess we'll just FB each other 
4;"@ServerMonkey Thank you!  I am more of a facebooker now, but I&quot;ll tweet here and there "
0;See this is why I hate So Cal.  You have changed. You say no.  I see otherwise  whatever
0;Ah fuck my allergies are horrible today!!!  I keep sneezing my head off  #fb
0;@stevelopez Aliens of London....what's wrong? Food baby? 
0;I got the game bitches!  Now I have to wait 4 hours before I can play it  http://twitpic.com/7kiwf
0;@symantecnews HEY! I'm missing my job log tab when I go to my jobs.  I'm using Backup Exec 12.5  HELP please
0;@mistergoomba sorry  i am in traffic. Not really moving
0;@gollyJames make sure you dip them in the sauce.  If you don't like them, well then I'm sorry 
0;Ugh I have a headache. Owww 
0;@stevelopez hahah shut up. Wait how did my phone get back into my hands?!  i suck at this
0;I wish real people would follow me.  Every time I see I have a new follower, it's a stupid porn bot or someone trying to sell laptops 
0;Whoa, 4 hour nap FTW!  I haven't eaten anything all day, I feel a little dizzy 
0;@timmelko I have two songs stuck in my head 
0;@stevelopez I just got home and hopped on.  Saw it was still going.  Sorrryyy 
0;That was embarassing. CEO of the company just walked by my desk while I was shoveling a bunch of salad into my mouth. He laughed at me 
0;The library is freaking me out.  I don't like being in here 
0;So disappointed.  You are like almost a different person to me now.  What happened? 
0;I think my dad just sent my call to voicemail 
0;@kellykannibal I would be so down to see it with you! I wish we didn't live far away 
0;Wait the info for the recording LIED TO ME! Where is my Norm?! 
4;The new Zenkaikon website design is live  Feel free to check it out!
0;gash  in lots of chest pain again  and a largeish headache to top it off. ventolin and codeine = my new best friends
4;Myspace.com/kymber_autumn  Add me..?  (via #zenjar )
4;Life is a rollercoaster, just gotta ride it!  (via #zenjar )
4;I love my life  (via #zenjar )
4;I can't wait till my honey comes down and visits.then we can finally make love.  (we'll use protection.we're be even extra carfull ca ...
4;I love you  (via #zenjar )
4;I love you  (via #zenjar )
4;Please send me some karma  (via #zenjar )
4;Ahhh , love .. Can someone tell me some signs when a boy likes you ? Need advices .   Thanks  (via #zenjar )
4;"A lady who signs her messages &quot;xoxo, A&quot; is the best advice giver ever! If you need help finding her, let me know!  (via #zenjar )"
4;Good morning everyone  (via #zenjar )
4;There's nothing like a great kiss to brighten your day  (via #zenjar )
4;Tell me a secret  (via #zenjar )
4;"Nothings better than wind to your back, the sun shining in front, &amp; best friends besides you  (via #zenjar )"
4;Good karma to you !   (via #zenjar )
4;Today is a good day.  (via #zenjar )
4;I found internet in the middle of nowhere!!  (via #zenjar )
4;myspace.com/kymber_autumn Add me..?  (via #zenjar )
4;People are like fresh cement... Anything dropped ok them leaves a big impression. Be kind to each other  (via #zenjar )
4;Vampires rule!!! And so there  (via #zenjar )
4;Draw a happy face - you'll feel good afterwards!!  ? (via #zenjar )
4;I heart cartoons!  (via #zenjar )
4;Goodnight , sweet dreams , and good karma to all . So excited for tomorrow haha  (via #zenjar )
4;Hi I would like to give you a good karma for a good karma  (via #zenjar )
4;It's not raining!   Braces  (via #zenjar )
4;I won rugby district championships yesterday  (via #zenjar )
4;I love love so much I'm completely ready to fall even if the landing is rough. Everything will happen when the time is right  (via #ze ...
4;Wanna share birthdays?   (via #zenjar )
4;It's my birthday Monday.  My sister forgot about it yesterday. (via #zenjar )
4;"My life is not about being perfect; it is about finding the perfect balance...  (via #zenjar )"
4;I love you!  smile your awesome (via #zenjar )
4;I'm looking for a smile in a zenjar... Has anyone seen one?  (via #zenjar )
4;"love makes two hearts one... &lt;3 &lt;3...:}    (via #zenjar )"
4;Good karma day  for all who reply (via #zenjar )
4;I love that you just made laugh!   (via #zenjar )
0;I think I just broke my brother's laptop trying to watch free movies online.   (via #zenjar )
0;Why are all the girls in my grade ugly!?  (via #zenjar )
0;He has the most gorgeous blue eyes but they belong to someone else  (via #zenjar )
0;Why doesn't she love me ?  (via #zenjar )
0;Watch sex movies all day even though I married. Misses can't handle me  (via #zenjar )
0;Today is senior skip day but I have to go to school or else I will fail government!  I am so tired from prom this weekend (via #zenjar )
0;I'm sick  I have strep. Ughh (via #zenjar )
0;I am lonely... Can you write back?  (via #zenjar )
0;What to do with a broken heart  (via #zenjar )
0;Another perfect Saturday night wasted working  (via #zenjar )
0;Sore throats and stuffy noses suck...I'm sick  (via #zenjar )
0;I've been with my boyfriend for a few years, he is unsure if he wants to move in with me... Help!  (via #zenjar )
0;SG - I'm sorry but your husband is a cheater.  (via #zenjar )
0;I is sad  (via #zenjar )
0;Jeez, people in this jar can be so rude and mean..  (via #zenjar )
0;I'm tired and I wanna go to bed but I was stupid and told my husband about this app so now he is addicted and he wont get off...waaa  ...
0;Where'd that mr pepper dude go  (via #zenjar )
0;I want my bf SOOO badly right now  (via #zenjar )
0;Why do they make your appointments so early and then make you sit in the waiting room for hours?  (via #zenjar )
0;Why do I always feel tired, I sleep more than the recommended 8 hours but I still feel lazy and tired  (via #zenjar )
0;Girls, why are you so hard to understand  (via #zenjar )
0;For those of you I was talking to last night...I chickened out and didn't ask him if he was married  (via #zenjar )
0;Christopher Robin and Pooh decided to have Piglet put down.  (via #zenjar )
0;I feel sad for all my coworkers that got laid off today and pray they will all be ok  (via #zenjar )
0;Fallout 3 is killing my sex life  (via #zenjar )
0;Why is the jar always empty??  (via #zenjar )
0;I love someone who has fallen out of love with me. She's now in love with another man with NO intentions of wanting me back.  (via #ze ...
0;Is there such thing as over studying? Sometimes I'd study like 8 hours but I'd get a crappy mark. It's not fair  (via #zenjar )
0;life is confusing  (via #zenjar )
0;I have a bad cold  (via #zenjar )
0;I have a fleshlight, but no lube      (via #zenjar )
0;How do you say dog in Chinese  (via #zenjar )
0;I miss having a bathtub.  (via #zenjar )
0;I don't think my friends like me anymore  (via #zenjar )
0;People say I'm pretty all the time but how can I believe them when I've never been kissed  I'm 19 (via #zenjar )
0;If he hasn't me on 3 Days...do I simply forget him..  (via #zenjar )
0;I wonder if some of the people on here are genuinely nice or if they just want karma points  (via #zenjar )
0; I had to get my iPod replaced, and now my karma level is zero... v.v (via #zenjar )
0;Car is nicely on the blink this morning. ABS kicking in every 5 seconds, might cost a fair bit to get fixed 
0;Discovered that a good friend of mine died today, in his late 30s, of a sudden heart attack. Guess non of us are invincible after all... 
4;Chillin central-style,,, the Pawn Shop had such a blast this weekend in Greenville and Nashville. Ahh... Summer-time 
4;Surprising sunshine this morning so I'm heading out for a ride on the new bike 
0;Should be working but instead I'm sitting reading lots of happy fathers day messages on Facebook and thinking about Dad 
0;I so wish i was riding the new bike back to the island this week to watch the TT. Shame it wont be here until at least Friday  #iomtt
0;Just got up. 
0;Still at the airport. 
0;My mom said I can't read right now. 
4;@63mg yes we do understand you 
4;Today @getoliverleon is recording interviews for @techfluffTV  #bcc3
4;Good morning   The sun is shining and my head is still killing me #headache #moaner
0;missing reboot again 
4;@Alyssa_Milano my best buddy is American Eskimo. he's good company, so everyone go adopt one 
4;@TravelingVeg hell ya, can i come? everything i like in one spot 
0;@alisonhogarth it was only 3 quotes, they dont mean shit unless i write the other half of the essay 
0;"http://twitpic.com/87kfw - Typical H! discovered he was going to vets so went out fighting last night. lampshade &amp; antibiotics "
4;So tired... Going to QAS now. Hopefully it will be fun 
4;@SeanTheROBOT niiice 
4;but then again..there are these friends who are truly friends...i salute y'all, much love and respect 
4;Let's take care of our planet, our children will be greatfull.  
0;This game is making me sad!  hoping arkansas has one more miracle game left and can pull this one out!
0;I'd rather be at #BEATweetup.  Instead, I'm taking my cue from @vromans and shutting down. @wirechairs @annacarollo reprezent-zent!
0;"@amyhahm My laptop refused to start up so I took it to the Apple store &amp; apparently my hard drive just decided to stop working. "
0;"@unegami @amyhahm My laptop refused to start up so I took it to the Apple store &amp; apparently my hard drive just decided to stop working. "
0;"@unegami My laptop refused to start up so I took it to the Apple store &amp; apparently my hard drive just decided to stop working. "
0;is grumpy! Missing hubby and a.m. snuggles! Wants curtains hung, tired of sun in room at 6:15! And still have 3 days left 
0;@tomitoy, he doesnt get home until Friday 
0;cloudy sucky weather    gimme some sunlight...
0;@DezDaniels I'm wondering if I was really supposed to be there.  I got a call from someone else asking if I wanted to go.  Can't though. 
0;If I were an Indian, today my name would be Broken Middle Finger ~ 
0;Muncie, hospital, dad cancer surgery...not good 
4;via @LeahEstella: Thank you  Apparently, I may be cool enough to follow. Or this was an accident. Both, maybe? Hi.
4;@cinnamonlizzie Were wishing the same wish  Bestie, i think you and me will still at the same service. yey!you know, it's a looong case.
4;@itisib  okay then 
4;It's raining here   So.. no choice but to stay here in my room :p haha
4;laughing so hard to Xeirah's post in tg 
4;This cookies are amazingly delicious!  yummy!
4;I'm full.  enough of cookies.
4;need to sleep early  night everyone :p
4;@itisib hey there bianx 
0;is bored right now 
0;Trying not to drink cold water or any cold beverage for one week  to stop this cold that keeps bothering me.
4;@Drewbur You can't trust anyone but yourself to be honest. U learn how people r when u get down and out.  I still need 2 call u.
0;Received the new tiffanys catalog in the mail. I am loving the new items. 
0;@tiffanyll I am sure you know the answer to the question did the hawks win?  
0;That half time story with Nick and the Nuggets was so touching.  I am about to cry.  I think i want to Nuggets to win now.  
4;"Working &amp; a meeting at the remote office (Streets of Woodfield SBucks "
4;@snax961 anything by lady gaga just to make you happy, buddy 
4;@snax961 yes i did my friend  i saw the entire conference
0;Wishing I lived closer to Miami so I could attend Encounterfest 09. 
4;Enjoying espresso from @posiescafe - had to wait a few minutes, but not a disappointment. 
4;@onenewidea One's male and one's female, so it would depend who you asked I suppose 
4;Generating multiplication tables on the fly on Wolfram Alpha. Cute! 
4;@Dublins98Dave Well thank you kindly for the followfriday  #FollowFriday
0;@Dublins98Dave Ya, you're telling me  1st clue I thought I had the area, 2nd clue confirmed it (and closer location).
4;@tamas82 I guard a house, like I said  Bit dangerous? Maybe...But nothing bad hasn't happend, so...and I don't like fighting at all :-D
4;@tamas82 Have a nice trip!  Head reisi!
0;finally got accepted to *enroll* in the iPhone dev program.  It took TWO MONTHS and two days.  I no longer care about making iPhone apps. 
4;@Tcell1 Sweeet! Good to know that I wasn't making words up. 
4;"@ramdomthoughts  I won't hold that against you! You're looking at a past NKOTB &amp; Backstreet Boys fan! Like I'm one to talk!"
4;@purplehayz Did I tell you recently that you totally rock? 
4;@Cooncatt Cool! Not my bag, but I'm glad it's yours!  San Antonio is a pretty cool place. I like it!
4;@drnelk So far, no other options have come up, but I'll let you know! 
4;@PBSmitty @EvilZen says that there's something wrong with Twitter. Delay on sending her your request, but she'll add ya! 
4;@maynaseric Have a good day, Eric!! 
4;@maynaseric :beep beep: 
4;@jshe Good morning to you then! I hope your day is filled with kick ass-ery! 
4;@kozmicblues3 Thanks for the blip! I really dig this one from Far. 
4;Late thanks for #FF luv: @jasonlmoore who chases me in Mark III armor!! You rule! 
4;@purplehayz  :in sing-songy voice: You're the cookie monster of the dark side...!
4;@spinningdiscs Hey, rockin' man, what's going on? 
4;@Cooncatt  I try to be objective! Course, I only review movies that I'm interested in so there will always be a level of fandom in there.
4;@MichaelHTillman Sure! Go right ahead! 
4;@purplehayz  I know! Teehee! Hey are you on skype?
0;@EricsTXGal Sorry to disappoint!  You have a good night, too!!
0;@EricsTXGal Where ARE you at, girl? I think twitpic is down... 
0;@FrankfurterFTW My pic is from a larger piece drawn by my friend, Fanny. It's me anime style! Larger pic on my twitpic, but twitpic down. 
0;@EricsTXGal  @jennygirl7 Aw, crap! I'm sorry, gals, but I can't. Have to relinquish the computer soon.  I'll do what I can for now!
0;@drnelk Too bad.  Maybe not enough sponsorships or ads to generate enough revenue to run it?
4;En route to Minnebron, where cell reception is notoriously unreliable. Until I tweet again, have a great day yall 
0;Missing my cat 
0;KS dust gone from La Cruz. Flint Hills killed a 2nd tire on my bike 
4;@Vivbb h?... may l? chi?u nay tr?i n?ng ch? hem c? n?ng 
4;@Vivbb haizz c?i tr?i n?i l?m m?i ng??i b?i r?i qu?. Viv m? hem ??i l? ph?t 50k  @vcd2403 gi? th? vcd ?i t?m ??.. xa 20km m? v?n th?y m?i
4;"h? h?.. n?i hem ph?i th? b? ch? em m?i ??c l?i m? c? t??ng l? &quot;em nh? coan chuym&quot; ) VCD n?i em m?i b?t l? &quot;im&quot; "
4;@silkairs h?c.. ch? l? tr?i sinh em ra hi?n queo, c?i mi?ng h?m b?t l?o m?p n?n ?n c? n?o c?ng hem gh?o l?i ???c anh v?i m?y ss th?i 
4;@gk2007 Yu th? trang n?y xem  http://bit.ly/kMxHk (recommended by ) 
0;@Vivbb zen ngh? ng??i ta ch? l?m theo ch? ti?u ?? '? tr?n' r?t ti?n xu?ng cho c?c b?c x?i. M? ch?n, m? tivi l? th?y phim Vi?t, Trung Qu?c 
4;I ate 4 burgers last night, 1 box French fries and a large milo drink... Until now I didn't eat anything, cos still full 
4;@emmilyxoxo wow,that must be sooo cool 
4;I'm backk. So Wednesday I'm getting my wisdom teeth out I'll be on this all day hahaha. 
4;@KalaniKai yeah? I just started watching his YouTubes... I think I might be crushing. :/ but can I help it? he's so darn cute! 
4;"4 I am high &amp; u can see. 4 I am lost &amp; u find me. 4 I am held &amp; u break free. Well I am am &amp; u can only wish to be of such a masterpiece. "
4;@kimianak Much rejoicing! Many exclamations! I am a Shivanaut at last, and in very good company. 
4;@TheCharmQuark Hey sweetie! Good to hear you've had a sunshiney start to your day. 
4;@pattidigh Yep, we're quite the species. Wishing you luck with your Big Run tomorrow. May you fly like a... pig?! 
4;@FontSiteDiva We is stoked too, Ms Diva! This course is fast becoming a Gathering of the Splendid and Fabulous. 
4;@Blade21292 Worth a follow = anyone I follow.  And I'm trying to block @ohfwivqhbjfq (uh, you'll see why).
4;@Aussiewaffler Yay! Welcome back Ms Waffler. 
4;@AlexFayle I walked right into that one.  How are ya, Alex?
4;@rebecca_leigh Hello! Nice to see you here. 
4;@missannajane Oh, there was cheese? And icecream? Thank goodness for that! Glad you're feeling a little better. 
4;@GoddessLeonie Morning possum. 
4;@janetbailey Hooray for easy days. It's almost 9am Monday here. Happily busy working on joint splendidness w/ @GoddessLeonie 
4;@dkdesigns iii know! I was craving it but I gave it away to a mom who never had them before AND thought she could use a smile 
4;@dkdesigns aw thanks friend! 
4;think of your best parts of the day and all that you are thankful for before drifting off to sleep - you'll sleep so soundly   Good night!
