Id;Target;Tweet
816;4;yeah you should study and same here. my yesterday's stomachache has gone, i'm so relief 
817;4;i had a beautiful dream last night, wish it'd happen again tonight 
818;4;watching alexa chung videos in youtube, huaaaa i loveeee @alexa_chung, and alex turner too, but not alexa's turner lols  jk
819;0;where's everybody? there was none of them whom pick up my phone call 
820;0;@ssannisap i know dear. i've already told him, but he wouldn't listen and it became worse when my bro supported my dad 
821;0;hell off, physics 
822;4;@mmurray You are welcome 
823;4;yay one more day off work! I love it  what are you doin today??
824;4;@edwardbeaman hahaha...  thanks. have a good day 
825;0;where did the sun go? 
826;0;Having a day off. I think this bug finally got me good. 
827;4;@leighmcdonnell lol ok... Btw i had 71% in my maths exam 
828;0;can't the days go by faster? 
829;4;@nattylynx i think females who are slobs is the most vomitous thing ever! I'm sure your going to kick ass in Law School! 
830;4;@mika_tan You can't mass approve.  Add me on facebook, Zubair Minhas. My network is Spartan Health Sciences University.  Thanks 
831;0;@1stLadyAye Your an exception to the rule, obviously.  I am browsing through profiles and every damn single woman has a kid! So sad 
832;0;@Tango_Elle That's bootie  ... So it was a sausage fest tonight at Club W?
833;4;@Jasperblu I dig WF but it's the main show ard here. Esp. love that they have vegan marshmallows. 
834;4;@billchilds Whoops, wrong state. Still, don't know any good guac in AR. 
835;4;@billchilds I see. We usu leave out peppers - the 4 yo doesn't like them so much. I can tell you some gt places in San Anton, but not AZ! 
836;4;@Jasperblu Yes. Delicate. Or maybe dainty.  Sure wish *I* had some ice cream abt now.
837;4;@monsterchew LOL. That's so funny! 
838;4;@springtree We have excesses of furniture (mostly hand-me-downs) wish I lived in your 'hood so I cld give you some. 
839;4;@springtree Gave away a land camera?! I've never found 1 that worked tho I have 1 that doesn't - have prob w/ collecting Polaroid cameras 
840;4;@simplytwisted  Not worried abt the visit so much as the state of the house.
841;4;@CecilyTechuan You always have the best tips!  Thanks!
842;4;@monsterchew Um, should this be the time that I admit that I actually used my finger to lick the bowl tonight? 
843;0;"Was going to take Z to Museum of Natural History tomorrow... looked up ticket prices &amp; now looking for something cheaper to do. Boo. "
844;0;@thesmartmama Oh no! I'm sorry abt gma! She was sick b4, yes?  I'll send you good thoughts!
845;0;@springtree Sigh. Thanks. 
846;0;@212degreedesign I tossed it in the dryer. It's mostly dry. 
847;0;"Gma took away z who was screaming &amp; crying to stay w me. I feel terrible abt it &amp; like I didn't do a very good job of honoring z needs. "
848;0;@Jasperblu They sell them here for like 3 days so if you don't happen to be in the store when they are there, you miss your chance. 
849;0;@lisefrac Yuck 
850;4;playing with my new phone 
851;0;@jenfest still thinking about it... I might, it's just not working out anymore. 
852;0;Coco is nibbling on my Hello Kitty mouse 
853;4;theres really only one real reason to be up this early on a saturday... and thats golf. 
854;0;(undisclosed jobsite name), where happiness goes to die... 
855;0;How is it possible that I managed to get sick again? 
856;0;My throat feels like its been grated 
857;4;@theWynk Hi Wynk! 
858;0;@theWynk   *hugs*
859;0;@MondoAZ sorry I actually WAS talking about eating ur brain  maybe u should think of less tasty thoughts
860;4;@WOMADABUDHABI  glad you liked it-  he's done loads of arrangements but that was the only one i could find on blip 
861;4;"@natashacarella just found a note from economics class!! it says &quot;the medium of triads are running scared&quot; (...) i miss the reject corner "
862;0;candy riot at the jamjar tonight. 3 bands +lots of discounted art supplies. looking forward to open mic but gutted i can't go to this 
863;0;there's a new malady on the market - no a.c. flu - my car and bedroom have both succumbed 
864;0;@littlepianodiva did you get the podcast? sorry i couldn't make the Fridge last night! 
865;4;@nohiddendepths @Mizohican contact Muanpuii and Andy of Bangalore 
866;4;@mnowluck @chhama  me @ home n u know how the internet connection is like out here ( keep on tweeting ...will b back soon 
867;4;@mcsleazy Ooh... The Gossip! Going to see them twice next week. 
868;0;@waywardpilgrim If only it were that easy. The windows are locked and we're not allowed to open them. 
869;0;No storm  Must've just passed by.
870;0;SO MUCH DUST! I can't stop sneezing 
871;0;Reubens retires  #f1 First time a Brawn's had to quit mid-race.
872;0;@jo4nn3 i want to go work 
873;4;@ryandeel So it seems! @JonasNG Your email hasn't appeared, not even in my junk folder. But don't worry -- I have your address now. 
874;4;@Iron_Spike Awww. 
875;4;@OmberZombie Fools. Oh well. One day they'll get the balance right. It's just a question of time 
876;4;im soo bored waitin on something. only two more dats til school is over 
877;0;well, reading the mplib's mplink object HELP files, don't understanding... 
878;0;No run today  off to bus station with Brian then watching US v Italia
879;4;CL Sweet 
880;0;Reading about KacieKinzer's cool inventions/projects http://bit.ly/jR6OL while working on a friends hijacked computer. Malware sucks 
881;0;off too class 
882;0;Achieving a new appreciation on how a xml build script can really be painful and cumbersome 
883;0;blogs link on fuser.com doesn't appear to work. http://blog.fuser.com/  I wanted to read about the new release. 
884;4;Planning for impromtu holidays is the best thing in the world, yes? Especially to somewhere you've never been before 
885;0;@goingmissing Sad that I'm not even in Supernatural fandom and I'd expect that 
886;0;@Schofe Is Jennifer going to be talking about Ghost Whisperer? Damn, I wish I didn't have to work 
887;0;@beccasgotrhythm I am obsessed with the American So You Think You Can Dance. Wish we still had it   http://bit.ly/9FfnG LOOK AT 3 MINS OMG
888;0;Glad to see happiness with Britain's Got Talent result! Gutted Stavros Flatley didn't make it to final three though 
889;0;@yedennek I wish you could come with us  Stupid Ipswich.
890;0;Oh no Rafa  I just heard. Oh dear... Well, go Andy!
891;0;the doctor said i shouldn't run intervals everyday but she doesnt understand, otherwise i will gain weight and get sad 
892;4;I am home in Massachusetts for the summer working and playing in Gloucester! Call the cell if you want to catch up! 978 697 7502 
893;0;@maxamatosis Yes  I've been having it all week
894;0;@Detig Are you inviting @rmcgandara only?? Thank's a lot! 
895;4;feeling like shit?? yh thanks 
896;4;Elhmdolelah eny etmnt , bs m5no2a , fire in ma heart (U), ya rb 722ly ely btmnah w 3wd sbry 5er ya rb :$  ameen
897;4;peoples, follow @peterfacinelli... he needs your love and support 
898;4;@Maddoyyy I is hairdresser... I can help 
899;0;@stargirl1013 *huggles Vanessa* worst timing and all... I wanted to calm things but I wasn't listened to... 
900;0;@JadeJeronimo not sure... from what I'm hearing could be a couple of days 
901;4;i am currently wearing my new polo 
902;0;actually cancel that. Its gonna charge a bomb for it 
903;0;@dnclvr  nah  .... i'm not dancin much this summer tbh.. havin a baton summer.. again... its thee only time i get a chance...
904;0;kicking myself because i forgot my phone charger 
905;4;@michaelbatty Michael,r u on a show?i havent tuned in d morns on d weekends,if ur on i will tune in let me know  Zoey
906;4;@chrisledlin why r u goin to the gym for r u on a diet too  or r u just keepn fit?
907;4;@kyleandjackieo lol i thought i was the only one with the weird crush! any other celebs? why didnt u go as well?  Zoey
908;4;@hollymadison123 shes in australia at the moment u shud come down under she has 50 shows that have sold out!  Zoey
909;4;@kyleandjackieo OMG Jackie we have missed u! where have u been?twitter is no fun when ur not on  luv Zoey
910;0;@GeoffField http://bit.ly/1fpf1d  i hate confidential 
911;0;@Korhan222 i told u not to play footy but u didnt believe me 
912;0;@kyleandjackieo thanku Jackie for letn us b judges,lol,hubby is bak home so d channel is changing  will tune in tom xo
913;0;@kyleandjackieo jessica mariras how hot was her dress DANNII looks nice but her hair has to be remade 
914;0;@kyleandjackieo Jackie!NKOTB cancelled their concert!im sooo upset and pissed off,waited 20yrs 4 nothing 
915;0;"@kyleandjackieo there is masterchef on &amp; eurododgy vision wish u guys did BIGBRO ths year,sundaynight suck without it "
916;0;@kyleandjackieo shit i hope u guys didnt get into trouble about dicko 
917;0;@kyleandjackieo http://tinyurl.com/cx9glt SHE HAS CRACKED IT 
918;0;is sick as a dog! one min im hot the next im freezing!       I cant wait for summer!
919;0;@_andrew_g lol so i guess ur back home from LA? how was it did u have a good time?do u like the food there?i hated it 
920;0;@FAMOUSweekly ive done that b4 i felt like hot water poured all over me 
921;0;is upset cause i am not at the pussycat dolls and lady gaga concert 
922;0;is upset cause the blues are losing 
923;0;graphic content  http://bit.ly/GxIVN  #iranelection
924;0;an injured guy  http://elections.7rooz.com/link/524/ #iranelection
925;0;"IRAN NEED PROXIES, PLZ SHARE IF U HAVE SOME &quot;trying to upload some videos on youtube, but my proxies do not work..!&quot;  #IranElection"
926;0;video, more killing  http://bit.ly/thCiY  #iranelection
927;0;@TehranBureau i think they will continue to resist but there's a price that comes with that, their lives  they are brave people!
928;0;more footage of injured people in isfahan  graphic content http://bit.ly/Q3q16  #iranelection
929;0;injured young student dies  graphic http://bit.ly/16NJm8  #iranelection #neda
930;4;@tommcfly You're getting new fans all the time. I wasn't one until November 
931;4;@jackbakerrr My God, you freak. Good gooooooooood. I has a driving lesson today 
932;4;@mmmayke sorrysorrysorryyyy. don't mean to dump my wordvom on you! don't feel you have to respond to it 
933;4;"@RAWRteecakes  Awww, It's on iplayer though! You can listen to it at your leisure  &lt;3"
934;4;@anthonyshaw1 ha... and indeed, ha. have you ever considered stand-up? 
935;4;@miss_pipedream It really is. Shame. I hope some one decides to have a massive rant at me. That would tickle me greatly. 
936;4;@Sarah_Davey they so preeeeeeeeeeetty right!? thanks 
937;4;"@kim_hild you has mail  £&gt;"
938;4;@gfalcone601 My mum's out visiting from home (verrry hot country), she's brought the weather with her  (and presents) have a good daaay xx
939;4;had such inspiration this morning. yahoo. added another chapter.  not that any one knows what i'm talking about.
940;0;@reece_handley just a sony cyber shot... my old camera got stolen a few months ago 
941;0;@FrankieTheSats people are pathetic  how do u know some one is trying?
942;0;"pudd: sorry  i'll come back to you soon i promise &lt;3"
943;0;@Skylten (: You alright? One of your earlier tweets seemed a bit down 
944;0;@Sarah_Davey ah  but was it amazing though? (:
945;0;@JBnVFCLover786 I know! haha! His face was like: oh shit, I shouldn't have said that... lol. And he has officially said that he was taken 
946;4;YAY Diversity won  thats me just sent away my application form for the 2010 britains got talent auditions!!! =P
947;4;Someone is cooking for me  now that is how you do it. Lol
948;4;editing pictures 
949;4;did really well on the fitness test 
950;4;how awesome is that ?!?!?!       
951;0;I can't sleep.  I haven't been sleeping good for 2 weeks now. I hate it
952;0;awake, didnt sleep so well. i dont know why 
953;0;driving around for 3 hours going nowhere is not as fun as it seems, i missed my singing lesson 
954;0;drama assignment, didnt know the draft was due tomorrow, eeek 
955;0;It's 2:30am and I can't sleep. I rolled over and woke up  stupid sleep disorder
956;4;Finally I get a day to sleep in 
957;4;Sooo ready for this weekend 
958;4;saturday night live always puts a smile on my face 
959;0;Sad that it's been raining and I'm stuck inside broke and hate the rain  http://twitpic.com/6ot91
960;4;@cherrysnaz DUMPLINGS?! Yummy!  And really, I had no idea there was a m in benjamin, or q in umbrella... I have been seriously mislead.
961;4;Long working day. But I got http://www.eagleenvision.net up and going 
962;0;homee with brianne , just finished watching a scarry moviie XD and ofcourse brianne fell asleep and im the only one awake 
963;0;Such an uneventful day 
964;4;@wolvsterx I already feel a lot better after a good night's sleep, thanks! 
965;4;@stevekennedyuk yup will do - DoHS are scary 
966;4;@tashwhitaker nice, beats my dingy and (very) damp basement 
967;0;ohh noes, BNP have a seat 
968;0;@Claire_Nelson i'm on the north devon coast the next few weeks  will be down in Devon again in may sometime i hope though!
969;4;@artbrock If you put the dotsub on the other #openmoney video I can help doing the subtitle 
970;0;did lawn work today. broke the mower, again 
971;0;@WishfulBlinking Sory to hear about Ariel  (((hug))) good luck to Derek - poor lad!
972;0;No Suki babies  - and she doesn't look at all pregnant  Meh.
973;0;it also suggests that actually, i have a pretty acute case  and i'm pretty bad already 
974;4;@horcrux01 happy bday! 
975;4;@riazen i'll post the channel tomorrow 
976;4;@comeagainjen I like to think that if I knew you in real life (because twitter isn't real life), you and I would be good friends 
977;4;@mikebailey01 Good morning to you! Don't watch Twilight if you have an aversion to the colour blue  Goodnight!
978;0;@LeviBeamish I'm exactly the same, so either you're a twiggy little boy or I'm a  chunky girl  
979;4;"@KnobNots I know this one, but already won a #knobnot.  Then again, I am a &quot;group&quot; junkie.  "
980;4;@KnobNots ahhh, right!  Good ol' George Washington, the puppy miller.  I'm sure the dogs were even kept outside.  Oh, the horrors!  
981;4;@KnobNots well, since I can't think of any other dogs in those categories...maybe a persian cat?  
982;4;Lets Drop ..Ich hatte gerade K?se auf Toast. Germandoo. Oh the Joy of knowing some words in german  (via twitt.. http://tinyurl.com/dnkko5
983;4;Lets Drop ..Ich hatte gerade K?se auf Toast. Germandoo. Oh the Joy of knowing some words in german  (via twitt.. http://tinyurl.com/dbvlwt
984;4;Lets Drop ..Ich hatte gerade K?se auf Toast. Germandoo. Oh the Joy of knowing some words in german  (via twitt.. http://tinyurl.com/dbwg8p
985;4;just got a wii 
986;4;"watched the trailer for &quot;Nine&quot; more than 10 times today &amp; can't wait to watch the movie "
987;0;Back home. Exhausted. Dejected. Depressed. Wish I could know the results today. Trying to be optimistic. 
988;4;whats anew? (new ''anew sistem'' just take it, put it in your mouth, and no crow's feet! ) LOL. 
989;0;Wuz not junk 
990;0;weekend is over  united won the league  i've nothing to say on the subject!!
991;4;Back to work 
992;0;can't send sms in gmail anymore 
993;4;@tannia_me shut up and look pretty 
994;0;Dear gogosar82, Your video, low rider #2, may have content that is owned or licensed by WMG. 
995;0;@freddurst so U're gone today from Szczecin? 
996;0;@auntarcticnews i never met you   
997;0;why do i wake up at these times now  damn construction getting me in a routine...
998;4;hmm fyi my bestie found a debit card in my car by the name of DORIS..email me if thats yours! 
999;4;@iamdiddy i agree it has been one of those months for me.....but totaly all positive 
1000;4;@bumpersway82 obsessed even though its old  i liked it...yeah i was supposed to go with dot she got caught up so i went by myself
