Id;Tweet
3075;@treehavn fried egg (slightly runny), chips, and baked beans! It's the simple pleasures 
3076;"&quot;Up&quot; in 3d? Not so bad! "
3077;@ohmygrace as long as the bleach doesnt make ur hair completely white then that sounds pretty cool 
3078;@danluvisiart no problem. Someday I might be working with you as well. Time to work my butt off. Thanks for the inspiration! 
3079;@lochio because you love work!  hehe jk
3080;@kazpeitia howcome you never send me things on here? 
3081;Urgh... Rice lost.. That's a sadface  #fb
3082;didnt make any shots at ball today, so sad 
3083;@yummiestars i heard about that, too bad im at work and cant watch it 
3084;taking care of some admin stuff 
3085;that's after taxes too.  grr taxes
3086;looking at some old pictures.  man i was tan back then 
3087;Gravity app for S60 is pretty slick. Too bad it costs 10 bucks 
3088;ugh hates sunday nights.  gotta sleep in 40 mins and get up at 6:30 am tmorrow. 
3089;Dubtown parking lot hangouts never let me down  good to see you kiddies, as always!
3090;@evannovak its been blocked here foreverrrrr, along with myspace and twitter 
3091;Headache...ouch 
3092;Not supposed to be this close!!!!  traffic got me stuck right next to the tracks ahhhhhhh http://mypict.me/2IkL
3093;I wish I didn't have work so early every morning  I want to go see Transformers 2!
3094;@jasonggata why'd you guys go back to RVA?! 
3095;@itsadinosaur you never texted me back last night 
3096;I was just trying to grab a 2 liter off the high shelf and I dropped it on my face. Ouch 
3097;Took a nap at 5pm, woke up to return a call at like 9pm, didn't leave my bed, woke up for work at 4am. Still tired  wtf
3098;@maxss ?????????, ??? ????? 
3099;@S0ulTr4d3r ??? ????????? ?????????????? ???, ?? ?? ?? ????????  TweetDeck - ??????? ???? ??????.
3100;dance movies are very attractive! love to see someone dancing 
3101;@IdhaTheAugustus yang jadi jihoo nya pan member ss501, buk 
3102;@farkirikofar i have done reviewed yours 
3103;@ChasingDiana i have lost my appetite to read since one week ago. Busy schedule and this and that. 
3104;@farkirikofar did you mind  ? i just want to say 'done' in case you ask again, twitter always going like a blast~
3105;2mrw ko gagawin ung credit section ng blog ko 
3106;Out of the toilet - didn't come out  - and now back in the exam room. Does anyone know anything about the Lorenz curve????
3107;@mynameissasha sasha ! u made me miss my iguana. but nowadays the iguanas in malaysia are not as green as it used to be. 
3108;@antonat thanks 
3109;@diamondb No, myself excluded... 
3110;@lynnmorton21  I like korea food too. In particular Korea Barbecue, is it cheap in your country? I need pay 40.00 RMB(  7 U.S. Dollars)
3111;and why is nobody following me!!! 
3112;is now officially an advocate and solicitor of Singapore. He'd have been photo whoring if not for the fact that he is still lao-sai-ing. 
3113;Worshipping twitter, haha  Its really kewl.
3114;my back feels like a mistreated cobblestone road. drove uhaul, moved Lex in, got couch, bought an old man a drink, rode bike, ankle still 
3115;"I think everyone took &quot;iphone OS 3.0 releasing 17 june&quot; a little too seriously. Its still not out! Bummer "
3116;Sooo haaard ! I got headache for this test..  I want its over soon.
3117;I can't play voleyball today!!  I have to go to the doctor
3118;I'm so sick . I have to stay in bed 
3119;@archiworks Really cute loh! So represent her 
3120;@archiworks @sookrong Haha! I also din notice you are playing Yellow 
3121;feeling so incomplete.how i wish i could find my happiness right now 
3122;@deaddolliie i can give you my sister 
3123;Selling AVON products. If you want to order just email me at jaydenelisha@gmail.com or text me 09178861802 
3124;--im eatng chocl8s 
3125;--eatng dumplings. hahaha 
3126;@k80bug Ohhh I used to make those when I was operations there 
3127;@DavidArchie Hey David! How are you? I hope that good..  Thats so cool that u have twiiter!! I love ur songs! They're AWESOME! Good Luck!
3128;i've just watched UP... haha... its amazing!!! 
3129;@Babybandit my sister is like really good so i don't need to shout at her or something  makes my job easier. its fun working with kids 
3130;@David_Shen I've tried #twhirl b4. But i still prefer #tweetdeck. Thx anyways 
3131;@randybias it's good to have the combo...gets u far 
3132;@sangiblue do u even work? 
3133;@justin_foster didn't a couple army sites get defaced? That's news! 
3134;"@botchagalupe re agentless vs agent-based &lt;--- hahah...well said! "
3135;@wonderdra is all this about jeyam ravi? HEHEH! 
3136;cava might be champagne's cheaper, sluttier cousin... and she's got me hooked to her deliciously effervescent headiness... 
3137;@wonderdra IT SHALL BE MINE!! IT SHALL... BE MINE!!! *raises eyebrows* 
3138;@saufisalleh amen brother! 
3139;@hdbhippie hehe.. no, love. its erotic city by prince. 
3140;she breathed a moment too soon and lost her sneeze. the tiny tickling birth of a sneeze was squashed, and the sneeze was lost... forever 
3141;@thenurulh yes yes.. so true. so expensive! 
3142;@markygk hey markyy, just saw the atl preorder, so awesome. but glamkills dont ship to singapore?? 
3143;Feeling sick after hearing about AF447. Hoping for the best, fearing the worst 
3144;Where are the flashlights in this house?  
3145;@kingsthings hey larry, so did they win? I hope so! 
3146;lonely , 
3147;@olga_Bondarev I wish I could be at home for easter 
3148;@aesthetictheory hi, it seems there is no pagination at TWT.fm profiles... so bad 
3149;Just survived near death at another bachelor party...  
3150;@pxieVAMPIREdust aww, those good times. 
3151;@KRIOUS thanks! 
3152;@theamazingzero your fan girls will of course be disappointed in some way but i'm sure they'd understand your decision. 
3153;@sirhandmaid i bet you also like cooking. 
3154;@dianneunice ah okie. guee buh-bye. good night na rin. 
3155;@monsterrific wow cakes are yum yum. 
3156;@sinthe ah well of course. 
3157;@pxieVAMPIREdust haha, awesome. 
3158;@pxieVAMPIREdust no it's alright, the game seems to be fun 
3159;@pxieVAMPIREdust i will keep that in mind! 
3160;misses a lot of people. 
3161;@thetealgiraffe yeah. well finally my computer got fixed now and i turned fifteen today. i'd like to have a party but we're broke. 
3162;@monsterrific omfg, that's so cruel. 
3163;@christelmcr i'm fine, just loaded with a lot of schoolworks. 
3164;"@thomas_rhodes agreed. I guess all I have to say is &quot;welcome to capitalism at its best.&quot; "
3165;@GothicMuse Love your' new twitter avatar btw 
3166;Well, today's been interesting. Had someone I thought was a best friend basically try and blackmail me threatening to out me to everyone. 
3167;Missed the train I needed by about 2 mins. Almost burst into tears at the station. Means I loose 1 hour of my limited freedom this week. 
3168;@matthewlandauer glad to hear the buzz is still going 
3169;A giant pterodactyl took a big ol' chit on my Element  Hope I can get it off.
3170;has to get up (slightly) early tomorrow. 
3171;@emg_cunanan2008 heyy, why aree yeeaa` not onLinee? 
3172;this heart it beats , beats for onli you . my heart is yours. 
3173;masturbating currently 
3174;my opinion is that, they are all very thoughtful for their country but they do not know how to express them selves except for killing.   
3175;Homework stress, surgery stress, exam stress...I'm gonna die! 
3176;YAY! all's well!! 
3177;im surfin.. 
3178;is surfin'.. 
3179;Went to peoples church today i liked it! Next time i'm taking michael to nursery though!  
3180;reading my bible @ starbucks 
3181;Ushers: You guys made Mother's Day really awesome today! Thanks for coming in early to prep the surprise gifts for all our moms!! 
3182;want back to Singapore   
3183;Happy children's day people!!  
3184;I finally back.... 
3185;The first time to have sex..       !!!
3186;final tomorrow....  God bless you Yannick  
3187;@jphiii unfortunately, not right now   we'll see what happens, though.
3188;????????????????high???????????????????(??)????????,   ?????????????????????????????...', ????'?', ???...' ? ???????...??'???????????? ...
3189;@alexandramorton woodford reserve peach boubon mojito without you 
3190;Is getting the hang of Twitter. 
3191;@Zulkey Thank you veddy much. 
3192;@moryan I think my problem is the subtext--which probably goes right over the 14 yr. old head, so it's not really my business anyway. 
3193;cherries for breakfast... yummi... cant wait to go to the beauty salon.. uh one hour left  http://bit.ly/IhaHA
3194;@BiancaisHere hey bianca. ahmm  haha .i can see you !hahah lol
3195;goodnight everyone  make sure to pray  ty so much for sharing and for taking time to update us about something interestng 
3196;@woahitsJana oh .GOODNIGHT  and GODBLESS. LOVE YAH!
3197;@woahitsJana haha  the band ryt?  im loving jay leno.hahah
3198;@woahitsJana hahaha .i know youre thanking God maybe thats why he gave you the pleasure to be a part of xavier  .
3199;I got flowers!! I feel so special 
3200;@NeonFushiaStarr Awwh, no, I have, uh.. other plans, for this evening, but I am going to miss MeatGuild very sadly 
3201;Just arrived home and kaki gw pegeeeellll  http://myloc.me/3UDh
3202;@JakeMaydayP oh awesome...nothing anywhere NEAR texas! 
3203;i took a picture with @mattfazzi but i guess it didn't come out...it's not on the camera 
3204;"I am Thinking &amp; Strategizing... Its Monday and its Blues "
3205;says wish me luck for my exam  http://plurk.com/p/110296
3206;@adriannaa Aww now I'm sad 
3207;Sequences. Series. Seriously. Sucks 
3208;sian school is going to reopen on monday 
3209;@paorockz why not sian  i hate maths omg
3210;I dun want to go to work tmr 
3211;@zerolove LOL. Congratulations! Empty nest syndrome yet? 
3212;@cathybaron that's not good. Maybe a little too excited then 
3213;Tomorrow is the 34th Ruby Kansai Meeting in Kyoto. My slides are still not ready...  http://ff.im/4anCX
3214;updated to iPhone 3.0 - no push notifications, no tethering, MMS only for me.com 
3215;The PubSubHubbub protocol is as complicated as its name 
3216;@iphone_dev downloaded redsnow for windows and i cant open ?!?! Sorry im a newbie 
3217;At the emergency room with alana for a staph infection. Keeping my fingers crossed that it's not to serious 
3218;@dannawalker No word on #scholarpress yet  Sorrry.  I will be posting the workshop info later today though
3219;@roli273 Looks like I have to start early at CDIA tomorrow... bummed that I can't make it to @refreshdc now   But excited for CDIA
3220;Saying goodbye to Springbrook for the summer  #goodbye
3221;Twitterific, why did you stop working on my phone 
3222;@The_OverLady I totally wish I was there. Alas the cover was a bit high for my tastes 
3223;"@mariashriver I once sent you a letter, about 10 years ago. It came back &quot;recipient rejected&quot; "
3224;"@jaredlunde The &quot;Horny Kitty&quot; stopped following me "
3225;http://twitpic.com/6axjw - Fixed the carburetor and got it running.  All is right with the world.  
3226;@euscatel Oops! This link appears broken. blin nu inteleg nika dar... 
3227;@mjweinert: maddyyyyyyyyyyy!!! hi 
3228;ben ?u an ?ekiyorum. RELOADED rulz  re: http://ff.im/2ZzUt
3229;@amandadiva there's so much hero worship *JZ and not informed listening critique of cont. music -take 2 steps back and play some coltrane 
3230;Good morning world!!!! Yay it's sunny out 
3231;Totally random but a great evening none the less 
3232;Rain rain go away I need to move my bed today 
3233;there's only two paths to take in life... drunktweet or not to. 
3234;the answer to the ultimate question: nobody knows! 
3235;@kervich I've used NSXMLParser and NSURLRequest  before  Anyway, thx for the reference.
3236;P90X, Day 47 - It was an intense Kenpo session today, they heard me from the floor below in my hotel room! 
3237;@Fzuwawa i'm sooo jealous! I would love to be out at the pool today. Sadface 
3238;ahhhhh! finally our ep's came in 
3239;also good to see we are back to a glasgow summer...all this sun...blah! 
3240;hates  habis sudah karmanya,,, sbulan lebih gak update :'-( http://plurk.com/p/rbslw
3241;i miss my cats 
3242;dang that sucs bazzy! i feel sad 
3243;dang that sucks bazzy! i feel bad! and sad 
3244;@RiRiFenty lolllllll come to london pahhahah!! NOT!! the weather here is terrible!! u cant sleep? pahha get drunk  xoxo
3245;why am i always ill? i need to be in barbados wid my sister 
3246;@RiRiFenty yea britney is cool!!! gol my sister is going to barbados next week im soo jealous!!! loll 
3247;@SirSlacker but i can't find it in google 
3248;drinking Turkish coffee, wish someone could read my coffee cup 
3249;I want him right beside me. 
3250;@petitebeurre gocekte sarhos olup unuttuk demeyin, tek eglencem bu! and im extremely jealous 
3251;Bradley Whitford and Jane Kaczmarek filed for divorce. There is no hope for us lowly mortals now. wow. 
3252;vote for me please  http://bit.ly/Spg8i
3253;@xx_NanA_xx how was itt!! 
3254;waiting dad for take me hospital 
3255;@AmyLoves0322 i will tell you everything when we talk 
3256;@AmyLoves0322 yes i will  Thanks a lot dear.. i think they ll give me cortisone and serom.
3257;"http://tinyurl.com/lf3r64 (&quot;YOU FOUND ME&quot; - The Fray) (music) Good song.  http://plurk.com/p/xr1pe"
3258;just woke up. (: Good Afternoon.  http://plurk.com/p/xcsnb
3259;http://tinyurl.com/pojmrn (HOW TO SAVE A LIFE - The Fray) (music) Good Afternoon.  http://plurk.com/p/y1204
3260;@AyanaGrace hello yan yan. hehehe.  welcome to twitter! 
3261;@meiliteh Hi meili.. Long time no c.. How's life in UTP? 
3262;after video calling to my mom only i knw how much i miss home 
3263;@Jennpin88 coz i get angry very easily. how ar dar? haiz 
3264;I hate hot choc pudding 
3265;My shortest workout of the week but yet the one that had me sweat the most. Time to shower 
3266;@queenofkong yes I'm having lots of fun man I've done a lot of walking but no actual working out really  I'll be back soon though
3267;THE LAKERS WHOOPED ASS! Too bad Carmelo was kicked out of the play offs on his birthday though 
3268;From blue to green to violet. My new hair color just got wash by the rain 
3269;48h sans dormir  48h witout sleeping. Well then i ping !
3270;moving tomorrow. I'm gonna miss Chi  I felt so free there, but a change could bring new and better things.
3271;too shag to do anything.. let alone running and gym. 
3272;I hate it when mommy and daddy fight. 
3273;This girl is really lame. Who doesnt sign out their account on their nosy cousins phone.. i mean seriously! 
3274;@jarmon I'm SO TERRIFIED of doing that.  
3275;@b0j3 thats why  the question mark. Iam not sure about the concrete implementation but the idea is ok 
3276;@lilyroseallen i hope that someday u can follow me 
3277;@Julia_ZC busy as hell. most el is h?zok mel?helyre (by bike - M?ricz-H?v?sv?lgy), onnan is bejelentkezem. Most h?z?s. Bye. 
3278;i came online too late today omg  boohoooo
3279;Just found Supaman High by R. Kelly on #midomi Ultra for iPhone. http://bit.ly/18AEIy  beat had such potential... 
3280;wish i hadn't graduated 
3281;says 2 days to go! gsu time!!! (rock)(rock)  http://plurk.com/p/yqr8k
3282;says really..north korea's scary  http://plurk.com/p/11mxwe
3283;failed again on job search in Denver  poop! maybe wait until next move, maybe new city, maybe new job  tired of the doggie daycare 
3284;@meladramatic all that sounds very fun 
3285;about to see my car 
3286;http://twitpic.com/69gbi - Calor en Santiago... y The Cure en la radio,perfecto! Just like Heaven 
3287;very happy with my photoshop skills.. haha.. bleh jd graphic designer ni soon.. kekeke *jk* need to rest now.. good night semua 
3288;@paulbackhouse So lets see Chesty arrives Saturday and you're off the the Middle East when?  Thinking carnage upon your return... 
3289;@lizless @MichaelKramer thank you , I'll make sure his wife knows you send your condolences. Gary was a very nice man, hell be missed. 
3290;@LaRees I just checked and it looks we are sold out already   I think they are perennials just not very hardy.
3291;Requesting silience, getting more noise than ever. 
3292;@chelss20 superrrr mamatay nko sa mga assignments!shet!tpos boardwork p sa math and handbook.test!waaaa!shetingness naman!haha 
3293;hey. em' back 
3294;okay.done  homeworks time ) can't find what i am loooking for agaiN!
3295;i'm being rude.sorry people!okay too many tweets now, OFF  gdnight!
3296;i am having a headache right now 
3297;thinking twice  REGRETS are the worst!
3298;heyy.OFF for now  annoyed by my headache.. tweet later if i can.........
3299;i think i'm over tweeting today  just because of my mood i think?!
3300;@ohmoss come september i'll be going to art school in toronto. and you? (though judging by the gorgeous photos i can take a wild guess.) 
3301;i want to go biking. right now...in other news, metro station's 'shake it' is my guilty pleasure. 
3302;Haha. Kuroshitsuji=Twilight. The plot shows up drunk and confused 3/4ths of the way through. What a hypocrite I am. LOL 
3303;@LmaonadeStand I totally do. It was intense. 
3304;Dude, shit just got creepy. It's a bit Wonderland-y. Reminds me of Code Geass. Super cute, but it seems to have a big plot. Cool. 
3305;@vincentcallut aaah Bruxelles... non sorry 
3306;learning not to eat one heavy meal right after another. so no subway sandwich for me! 
3307;missing the whole indo crew. 
3308;yummy mushroom pie! i like the new canteen 
3309;First, came Software as a Service... Now, Food as a Service!  http://is.gd/rauq
3310;been doing stupid essay all day    taking a short break from it
3311;@smithld I picked up some stuff I missed the 2nd time  And to think you missed all the in jokes too! 
3312;"@gpdawson Yeah I already have a 22&quot; widescreen monitor I'm going to use on the side "
3313;@Rove1974 Grats 
3314;@wilshipley Americans? Hulu is USA only so the rest of us think it's a shit website that doesn't do anything 
3315;@DHughesy Tell rove he should pimp his own shows on twitter, it's not that hard to come up with 140 chars 
3316;@kiwibastard yeah I found a similar issue. Still waiting for the change to be approved. 3 weeks now 
3317;Just found a 3.0GM bug in my app. Have to reject my binary and redo it  Not Happy Jan.
3318;and ... nothing 
3319;@USCG  Hopefully, remember gardening is an act of faith. 
3320;@willjake no we dont 
3321;"@rentedmule we only have one heron &amp; one groundhog "
3322;the techs wouldnt let me tweet in xray  waiting
3323;@absharina awwww. sharr. that's really cute. thank you! 
3324;urgh I wanna be with him longer. 
3325;otw PCD concert tonight 
3326;@SongzYuuup Im so sad the link not working for me I waited all day for it 
3327;spending the day in D.C. at the Zoo! 
3328;@nyssabdesign It's gonna be a nice 17C tomorrow! Bet that'll make you smile 
3329;sad thing is...papa is not here. 
3330;Its so nice to have money again 
3331;Slow day is slow. 
3332;Boo @ Monday mornings 
3333;@fnordine I DON'T KNOW O.o but errrr I love it 
3334;@amf7 i have to download the podcast and my computer is finicky. I'll have it tomorrow for you 
3335;Why all the hate for my Fox News Boyfriend, Shepard Smith?  *wants to bake him white chocolate macadamia nut cookies and give him cuddles*
3336;@writesfortea one reason i still go to that church is because our pastor is really awesome. The organist is too but he's leaving 
3337;@amf7  so did my friend Julie. She looks great now, and feel so much better.
3338;Bouncing Rush makes me feel nauseous 
3339;@writesfortea my feed isn't working  *cuddles*
3340;@orbitaldiamonds I'M BACK HOORAY---and no, well, i mean I do but it counts as texting so I don't, bc moneys 
3341;@sarking I like his neat hairs 
3342;@Rompompom she unplugged the base router before unplugging the wireless. 
3343;10 years of holidays to be won - what you waiting for? Enter now and if you win you take me along  http://bit.ly/NE7jy
3344;last weekend before going back to the 8-5 grind 
3345;"oopsies, i meant vh&quot;1&quot; hehe....i wuz tired, okay?!!! "
3346;is watching the vhi top 20 video countdown...back hurts!!! 
3347;@fishkutta omg kool. I'm not on the road 
3348;This bus smells horrible 
3349;drinking choco..yeah..it stopped raining..awesome..ill be out later.. :]] 
3350;the rain falls again..aww.. 
3351;Yet another great walking week  32.9 miles in 5 days!
3352;I'm going onstage in about five minutes. Wish me luck! 
3353;Going onstage again! 
3354;@lindtdale Me too... except I like the leaked pictures of the new iPhone 
3355;@GrooveMachine But thank you for the theme  can you take a screenie?
3356;@japaowackee My sister is making a movie, but it keeps not working. She was getting on my nerves, so I freaked out. I have chocolate now 
3357;@Lohar mo te enojes con tweetdeck  xD
3358;my AXA WF Talents Brick A cap fund is doing good lately 
3359;doggy likes to play with the vacuum cleaner, don't know why but apparently it's his favorite toy, he goes completly nuts when it's on 
3360;@ynomis nutshellmail is prohibited as well...  i guess the it people are smarter than that...
3361;"@ddlovato my hi hat is all messed up so its hard to play lalaland on drums  with out somethin wrong happening &lt;ZERO XxTWITCHxX&gt;"
3362;Need someone who can draw and make our lame comic ideas funny: message me if interested: No pay 
3363;@CAS3YDILLA Mkay. I was thinking about drawing all of ftsk and then the rabbi and then they're name in the background. I'll do both. 
3364;I'm now officially a twit!  
3365;@jmterrell You don't have very good luck with technology, do you?  
3366;Weekend? What weekend?  And they disappear into the abyss...
3367;is sad that he cannot afford to go to Europe this year.  Sorry Simon and Jen.  
3368;needs to start the yard work.  
3369;Thank god its the weekend again! 
3370;Just woke up. Nice. Now I just have to make it to about 7 
3371;still sick  waiting for drowsy meds to kick in~
3372;"@poptartrockstar i understand  i wanted these cuteass penguin vans &amp; they were in size 9. extremely tempted to buy &amp; stuff tissue up front"
3373;"@tinkerrockstar i did get shirts, but not from ae lol &amp; omg please stop eating sushi you're making me hate you "
3374;almost 100 cases of swine in australia. hope may still decides to come visits me 
3375;@sitakatherine awww   call me anytime if you need to vent
3376;Hey All, Zero's Club room opens officially tonight.....it's gonna be awsome.....hope to see you there 
3377;Dear Pidgin development team: Please please please can we have a notify for the IRC client, as I never read it until they have gone again 
3378;Holly-molly! Chilly peppers are the devil 
3379;@helllittleangel -hate being in that club. Mosquito has kept me up all night long  -This means Sun Tzu!
3380;I was having a great dream - I don't wanna get up 
3381;doesn't like dogs who chew on books.... 
3382;@Sharnemainaknit i found u..not too sure how to use this 
3383;@mittermayr life sounds tough at the moment eh ? 
3384;con sed... 
3385;programming in PL/SQL ... very boring 
3386;what I meant to say was, I'm one year older and one more year wiser. I'm not sure what to do for this glorious occasion. 
3387;feels like shit. 
3388;Crazy lightning and thunder, like bombs going off in the front yard shaking the house! Its all over now but the power is out 
3389;My son is soooo excited that he has chickenpox! He's busy counting his spots. Shame, wait till they get itchy.  Sleepless night coming. 
3390;On our way to Geisha House....i think we r going to be late 
3391;was trying to go to a wedding today, but i wasn't invited...): my old peeps forgot about me 
3392;@danmcquillan  that would be a way of blocking it as well, but good solution nonetheless
3393;@alexisamore  Hope you feel better.
3394;@alexisamore but no video or voice activation  i guess we'll be getting the 3G S 
3395;curious if they fixed the window handle in our room in the meantime  #edc
3396;The theme song of Bionic Command: Rearmed is just soooo great 
3397;I think I will just go to the next store and get a #wii with #EASportsActive 
3398;Installing #bioshock on my #PS3 takes ages 
3399;OK, I give up on getting a Timbuk2 bag in Austria 
3400;I love that Gilbert's is always completely swamped for lunch now. But I am o so very hungry. 
3401;Sigh.. Im all caught up on reading Girl Genius.  Guess its time to go back to Evil Genius. Maybe I could start on Genius Squad by Sunday!
3402;"David Sedaris loved my hair   He asked what the style was called and I didn't have a name for it, so he dubbed it &quot;The Plexus&quot;."
3403;Days where I forget my ear buds are the worst days ever.  
3404;So yesterday was my lazy day, not today... but I'm paralyzed with an overwhelming desire to do nothing today, too.  
3405;"Just sent out another $250 in checks for my damn surgery.    Health care in this country sucks if that's what they call &quot;GOOD Insurance&quot;"
3406;I am so broken out from the zombie makeup.   http://tinyurl.com/ne8ntr
3407;Overslept and missed my morning workout.  Should be fun to force myself later!  I don't even have the motivation to shower  (but i will)
3408;@Duckman1221 yep.  I'm moving in with some friends in October to save money.  Sad, I know 
3409;Closed his macbook before an email had sent last night and now feels like crappy poo 
3410;@DavidArchie Lol me too! Oh and did you know the new Toy Story movie is coming out next year? I'm exciteddd. 
3411;There's a tornado watch literally a mile north of us unil 11pm tonight. Yeah, I'm kinda panicking. 
3412;Ugh. I'm such an idiot. Why do I keep on believing every rumor I hear? 
3413;such a nice day  outside eating lunch.
3414;morning  watching corrie whilst having to prepare lunch. fun.
3415;woo i start working at kaleidescope nursery next week! interview went well 
3416;"@abbiOTH thank youuu  i shall &lt;3"
3417;@rainbowglow unfortunately no, they haven't   guess i'll have to wait and see if they come tomorrow.
3418;i have stomach pains, grr.  and now my body aches after doing that dance dvd 
3419;@laurasmannequin haha yes :')  technology doesn't like me 
3420;this means i probably won't get my new passport in time for going on holiday to zante 
3421;@trish0400 yup! Alex is not going on Summer Tour! Vid on  fod... I am sad! 
3422;OMG! Alex is not going on Summer Tour! What! What? I will miss him! 
3423;Newfoundland! Really wanna go 
3424;It's so hard to find a good bathing suit! I tried on so many yesterday and nothing...they seem to be made different this year 
3425;@rosexo123 ah what a way to ruin my fun time on sunday lol.  stupid gym jdhfdjsfasg
3426;@Liyster Uh...he's @KevinRuddPM? You can probably get a five minute DNA test when you're the boss. 
3427;just came home from market market. watched jash's cheerdance competition. Fun! 
3428;Jenny and Melai dropped by, so happy to see them again. 
3429;Australia: Bought QBE Long $19.65 - Raising stop to $19.65 - ramped into the close $19.85 match  ch ching
3430;@savasavasava I LOVE Halo 3! I suck, tho. T_T played all year long and didn't make any improvement. How sad. 
3431;@kunaldpatel that's really sad! 
3432;tick count at 2! 
3433;those were some TASTY brownies! 
3434;At It's a Grind for Origin service  should be fun... Gonna get me a tasty treat :U
3435;@leodisBeanie it involves posting your thoughts and reading others mr.bean. You got a new number btw, had no txts back from you? 
3436;surf city for my sweet zebrina  ? http://blip.fm/~6iu5d
3437;surf city for my sweet zebrina  ? http://blip.fm/~6iu72
3438;I am going to have a cup of ceylon tea 
3439;dammmmit, lost my precious iphone 
3440;E3 makes me feel like a little kid 
3441;I'm so having a Doctor Who Marathon tomorrow 
3442;using tweetie for mac 
3443;going to play ps3 for a bit. tonight going on a double date with mrs @zerock to fine arts with @yarvier and his girlfriend 
3444;@gerryc hopefully my work buddies will test that, when it's released 
3445;@sumares not really...cant sleep 
3446;@sumares yeah cause you were paying for something, you can't use. 
3447;Cable down = no Internet   #fb
3448;@punkylady yeah it was freezing for me too.. the darn iphone wasn't meant for streaming 
3449;@Arkhangel yeah ofrecen wireless de 5MB.. that's why i'm interested. pero creo que solo son area metro 
3450;My Bluetooth died 
3451;No hay parking  #fb
3452;@theblogmachine and claire is missing in action 
3453;@tweetdeck fail you're NOT syncing the columns from 0.26 on my Mac 
3454;@joltguy I need to get a Pro account. It seems I can't get more than 200 pics to show 
3455;where is my 3.0 update? 
3456;@Esme_Cullen26 yes, yes it is. 
3457;@chriscornell so when do u plan on doing another tour here in L.A?? i was sooo upset that i couldn't go 2 the last shows u had down here. 
3458;@GamesRadar God damn it I want cupcakes now  That Antista jerk gets all the tasty stuff
3459;@AnnieBeeKnits @CanLaddie super, thank you! This is the sunblock over my airconditioning unit, so I would like to solve it! 
3460;@immeria I'd say levels of conscious awareness. Though gut and intuition are almost synonymous to me. What's the answer? 
3461;@johannabee I hope it's something relatively minor and easy to heal. I can't stand it when the furbabies get sick. 
3462;I am asleep  my typing has seriously suffered in the past two tweets haha.
3463;Work  in San Jose, CA http://loopt.us/7cc8VQ.t
3464;@jephjacques buu  too bad I wanted one
3465;Hehehe i just went swimming and it was great! 
3466;@Bringxknives i sorry  meanie head
3467;is hanging out wif u 
3468;On my way to straighten my hair. 
3469;@mightyatom - OT4 (he's sharing the bath with cabbages). Shadow on the bottom left only gets soap though 
3470;Cross Edge is sitting in this apartment and I cannot play it   At least not for a few hours.
3471;Watching summer school  great movie!
3472;Im getting yelled at for playing cradle of filth at the bar... 
3473;@caseymh that does suck... 
3474;Insomnia and a panic attack, today is going to be a terrible day for me... 
3475;Still at chris's, too drunk to drive. Not the same as it was... 
3476;all dressed up and no where to go... 
3477;Just drove past casey... 
3478;Someone is singing 'Sold'  reminds me too much of Casey...
3479;@caseymh you need an entire axle now? 
3480;Trying to break my new shoes in, and my feet are bleeding... 
3481;Just walked past the scariest bum 
3482;home alone this weekend 
3483;upset. Car is dead. 
3484;aw, looks like we arent goin to giant tonight... 
3485;At the Toyota dealership to get my car fixed. They're going to ream me.  #fb
3486;BTW No goth/industrial night in Oklahoma city I checked throughly. 
3487;Diggin the Aftershave Balm the wife got me on friday. My face is soooo smooooove!!! 
3488;#squarespace hates me... 
3489;my shoulder is on fire. Too much painting with an already damaged shoulder. even simple computer stuff is causing extreme pain today. 
3490;Grow your ring #spymaster follow me and I follow you 
3491;@scthorne so glad to see you here  Make sure you connect your twitter to your Facebook account so your tweets feed over.
3492;Waking up at 1, bacon butties and black coffee for breakfast. Every Saturday should start like this 
3493;I must be ill, I've just decided Macdonalds do the best black coffee.  Yeah, illness is the only possible  explanation 
3494;@cherbookie why is learning so expensive? 
3495;Cut the shit out of my arm today 
3496;@alex014 Hey, yeah. It's over. Masha was defeated by Domi. 
3497;I have just woken up and I am absolutely shattered! I wish I could sleep for longer! Off to Playzone today! WOOP WOOP! Tis' Good!!!!  
3498;Yesterday was really hot, hopefully today will be the same. Tv to watch! Let's see what is on!! Toonattik! Result! I will watch so BYE!! 
3499;ARGH MAN! Just come dwon for a quiet revision sesh by myself, and then guess who comes down, @moveeefan and turns on the telly, thanks! 
3500;getting ready for the endless happiness 
3501;why does it take professors so long to post grades 
3502;@kelly2thec it is a good time for sonic cheddar peppers 
3503;Going to Daylon's memorial service, going to be a rough few hours seeing everyone grieving 
3504;@georgeruiz Unfortunately one of those moments wasn't a giant squid monster. 
3505;Exam tomorrow...  Biology... D: I think I'll play some Half Life for revision.
3506;@ketnos pepper is dead   the cpu fan wire got cut somehow and it burnt to death
3507;@NicolePeeler Alright, bitch.  Get your ass to LA.  
3508;@scott_tracey Great. Now I need to research that recipe...  
3509;@Jim1975 damn son it sounds like a blast. I'll see what I can do 
3510;@Jim1975 @jeremy_sherman yous guys best behave in NY. Damn I wanna go. 
3511;awake....still feeling like refried ass...bllllllllllllaaaaaaaaaaaaaaahhh. Send me some love heathens...I need it 
3512;back from a long lunch. I tripped and almost busted my ass in my heels  lol.
3513;@TickleMeJoey I wish I was but I can't  My friend owns the waffle house in PA so come by when you are nearby!
